logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano;year
av consul joseph noujaim;356;apto 0307 edf san benito;161998,52;Pina;Recife;PE;1980;910,0;59,14;0,01395;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-20;Bom;Apartamento;0,00;57142;-8.088056;-34.888197;2023;2023
rua alcides zloccowick;150;;243799,38;Pina;Recife;PE;1971;98,0;71,98;1,0;Simples;Casa;RESIDENCIAL;2023-07-25;Bom;Casa;0,00;1996;-8.088188;-34.895903;2023;2023
rua maranhao sobrinho;74;;393000,00;Pina;Recife;PE;1997;91,0;112,42;1,0;Simples;Casa;RESIDENCIAL;2023-10-17;Bom;Casa;0,00;42439;-8.088309;-34.895292;2023;2023
av republica do libano;511;;2850000,00;Pina;Recife;PE;1980;472,0;345,75;1,0;Médio;Casa;RESIDENCIAL;2023-05-19;Bom;Casa;0,00;57150;-8.087347;-34.890983;2023;2023
av republica do libano;511;casa ldir;1650000,00;Pina;Recife;PE;1983;632,0;101,0;1,0;Simples;Casa;RESIDENCIAL;2023-05-19;Bom;Casa;0,00;57150;-8.087228;-34.890903;2023;2023
rua do patrocinio;115;apto 0005 bloco a;422449,89;Pina;Recife;PE;1964;1980,0;114,5;0,04166;Médio;Apartamento <= 4 Pavimentos;RESIDENCIAL;2023-03-28;Bom;Apartamento;250000,00;78018;-8.08785;-34.890801;2023;2023
rua padre oliveira rolim;26;;200000,00;Pina;Recife;PE;1971;98,0;54,03;1,0;Simples;Casa;RESIDENCIAL;2023-01-31;Bom;Casa;0,00;47503;-8.087759;-34.894713;2023;2023
av encanta moca;286;;674355,50;Pina;Recife;PE;1982;3725,09;54,0;0,01506;Simples;Casa;RESIDENCIAL;2023-02-07;Bom;Casa;0,00;21393;-8.090049;-34.886373;2023;2023
rua cacilda iolanda porciuncula;235;apto 1201 edf. mirante capibaribe;2148903,50;Pina;Recife;PE;2022;1533,0;384,06;0,04772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-18;Bom;Apartamento;0,00;76775;-8.084357;-34.886042;2023;2023
rua cacilda iolanda porciuncula;235;apto 1201 edf. mirante capibaribe;2965974,20;Pina;Recife;PE;2022;1533,0;384,06;0,04772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-24;Bom;Apartamento;0,00;76775;-8.084357;-34.886042;2023;2023
rua cacilda iolanda porciuncula;235;apto 801 edf. mirante capibaribe;1130000,00;Pina;Recife;PE;2022;1533,0;384,06;0,04772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-02;Bom;Apartamento;0,00;76775;-8.084357;-34.886042;2023;2023
rua cacilda iolanda porciuncula;235;apto 1301 edf. mirante capibaribe;1200000,00;Pina;Recife;PE;2022;1533,0;384,06;0,04772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-11;Bom;Apartamento;0,00;76775;-8.084357;-34.886042;2023;2023
rua cacilda iolanda porciuncula;235;apto 1401 edf. mirante capibaribe;1934013,15;Pina;Recife;PE;2022;1533,0;384,06;0,04772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-24;Bom;Apartamento;0,00;76775;-8.084357;-34.886042;2023;2023
rua cacilda iolanda porciuncula;235;apto 1501 edf. mirante capibaribe;1159381,28;Pina;Recife;PE;2022;1533,0;384,06;0,04772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-16;Bom;Apartamento;0,00;76775;-8.084357;-34.886042;2023;2023
rua cacilda iolanda porciuncula;235;apto 1801 edf. mirante capibaribe;1185448,00;Pina;Recife;PE;2022;1533,0;384,06;0,04772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-21;Bom;Apartamento;0,00;76775;-8.084357;-34.886042;2023;2023
rua cacilda iolanda porciuncula;235;apto 1101 edf. mirante capibaribe;1173867,00;Pina;Recife;PE;2022;1533,0;384,06;0,04772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-11;Bom;Apartamento;0,00;76775;-8.084357;-34.886042;2023;2023
rua cacilda iolanda porciuncula;235;apto 601 edf. mirante capibaribe;600000,00;Pina;Recife;PE;2022;1533,0;384,06;0,04772;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-11;Bom;Apartamento;0,00;76775;-8.084357;-34.886042;2023;2023
av antonio de goes;742;sala 1101 edf emp jopin;1200000,00;Pina;Recife;PE;2011;2133,63;301,11;0,02877;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-12-18;Bom;Sala;0,00;5770;-8.08539;-34.88618;2023;2023
av antonio de goes;742;sala 402 edf emp jopin;1250000,00;Pina;Recife;PE;2011;2133,63;333,89;0,02997;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-01-24;Bom;Sala;0,00;5770;-8.08539;-34.88618;2023;2023
rua eduardo jorge;237;;880000,00;Pina;Recife;PE;1966;218,0;168,03;1,0;Simples;Galpão;COMERCIAL SEM LIXO ORGANICO;2023-03-14;Bom;Galpão;0,00;20893;-8.088942;-34.882146;2023;2023
rua eduardo jorge;58;;2907880,00;Pina;Recife;PE;1970;899,0;48,0;1,0;Simples;Casa;RESIDENCIAL;2023-06-01;Bom;Casa;0,00;20893;-8.088852;-34.882366;2023;2023
av engenheiro domingos ferreira;266;;2272626,00;Pina;Recife;PE;2011;340,0;250,0;1,0;Superior;Edificação Especial;COMERCIAL SEM LIXO ORGANICO;2023-11-17;Bom;Edificação Especial;0,00;20184;-8.09258;-34.88542;2023;2023
rua jose paes de barros;168;;250000,00;Pina;Recife;PE;1982;200,0;200,0;1,0;Simples;Casa;RESIDENCIAL;2023-01-03;Regular;Casa;0,00;36447;-8.092192;-34.891255;2023;2023
av engenheiro domingos ferreira;636;loja 0017 edf clinical center;600000,00;Pina;Recife;PE;1994;3208,95;205,08;0,01691;Superior;Loja > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2023-08-15;Bom;Loja;0,00;20184;-8.095644;-34.886215;2023;2023
av engenheiro domingos ferreira;636;sala 0509 edf clinical center;180000,00;Pina;Recife;PE;1994;3208,95;62,92;0,00519;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-12-19;Bom;Sala;0,00;20184;-8.095644;-34.886215;2023;2023
av engenheiro domingos ferreira;801;sala 201b ctr emp artesinafiori;195000,00;Pina;Recife;PE;1994;1879,5;62,45;0,00933;Médio;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2023-01-03;Bom;Sala;0,00;20184;-8.096941;-34.885595;2023;2023
av engenheiro domingos ferreira;890;sala 0702 emp domingos ferreira;220000,00;Pina;Recife;PE;2000;1071,0;55,04;0,01002;Médio;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-09-10;Bom;Sala;0,00;20184;-8.097489;-34.886563;2023;2023
av engenheiro domingos ferreira;890;sala 0308 emp domingos ferreira;180000,00;Pina;Recife;PE;2000;1071,0;48,29;0,00879;Médio;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2023-09-06;Bom;Sala;0,00;20184;-8.097489;-34.886563;2023;2023
av engenheiro domingos ferreira;890;sala 0704 emp domingos ferreira;220000,00;Pina;Recife;PE;2000;1071,0;69,05;0,01257;Médio;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2023-09-10;Bom;Sala;0,00;20184;-8.097489;-34.886563;2023;2023
av engenheiro domingos ferreira;890;sala 0307 emp domingos ferreira;195655,59;Pina;Recife;PE;2000;1071,0;48,29;0,00879;Médio;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2023-10-17;Bom;Sala;0,00;20184;-8.097489;-34.886563;2023;2023
rua tome gibson;368;;750000,00;Pina;Recife;PE;1951;540,0;260,53;1,0;Simples;Casa;RESIDENCIAL;2023-09-19;Bom;Casa;0,00;61220;-8.098186;-34.887348;2023;2023
av engenheiro domingos ferreira;1027;apto 201 edf pref augusto lucena;310655,28;Pina;Recife;PE;2009;768,0;84,55;0,01854;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-09;Bom;Apartamento;0,00;20184;-8.098425;-34.886137;2023;2023
av engenheiro domingos ferreira;1027;apto 502 edf pref augusto lucena;335139,99;Pina;Recife;PE;2009;768,0;90,82;0,01991;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-24;Bom;Apartamento;0,00;20184;-8.098425;-34.886137;2023;2023
av engenheiro domingos ferreira;1027;apto 1001 edf pref augusto lucena;326668,58;Pina;Recife;PE;2009;768,0;84,55;0,01854;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-01;Bom;Apartamento;0,00;20184;-8.098425;-34.886137;2023;2023
av antonio de goes;275;sala 106 edf. international trade center;1610000,00;Pina;Recife;PE;2011;5231,1;328,65;0,01026;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-07-05;Bom;Sala;900000,00;5770;-8.088702;-34.884067;2023;2023
av antonio de goes;275;sala 106 edf. international trade center;400000,00;Pina;Recife;PE;2011;5231,1;328,65;0,01026;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-07-14;Bom;Sala;0,00;5770;-8.088702;-34.884067;2023;2023
av antonio de goes;275;sala 1703 edf. international trade center;1330000,00;Pina;Recife;PE;2011;5231,1;207,54;0,00646;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-08-22;Bom;Sala;0,00;5770;-8.088702;-34.884067;2023;2023
av antonio de goes;275;sala 1804 edf. international trade center;2200000,00;Pina;Recife;PE;2011;5231,1;322,51;0,01008;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-10-03;Bom;Sala;0,00;5770;-8.088702;-34.884067;2023;2023
av antonio de goes;275;sala 2202 edf. international trade center;960000,00;Pina;Recife;PE;2011;5231,1;413,0;0,01295;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-01-09;Bom;Sala;0,00;5770;-8.088702;-34.884067;2023;2023
av herculano bandeira;410;;900000,00;Pina;Recife;PE;1997;216,0;253,46;1,0;Médio;Loja <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-03-20;Bom;Loja;0,00;28932;-8.089085;-34.884642;2023;2023
av conselheiro aguiar;65;;1095000,00;Pina;Recife;PE;1997;120,0;181,3;0,25843;Simples;Casa;RESIDENCIAL;2023-07-11;Bom;Casa;0,00;1465;;;2023;2023
av herculano bandeira;244;;3000000,00;Pina;Recife;PE;1983;1480,7;140,92;0,19208;Simples;Casa;COMERCIAL COM LIXO ORGANICO;2023-06-01;Mau;Casa;0,00;28932;;;2023;2023
rua estudante jeremias bastos;284;apto 304 edf praia de ondina;432960,00;Pina;Recife;PE;2007;1370,26;102,98;0,01325;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-02;Bom;Apartamento;0,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 403 edf praia de ondina;436000,00;Pina;Recife;PE;2007;1370,26;103,56;0,01333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-13;Bom;Apartamento;332000,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 602 edf praia de ondina;424410,00;Pina;Recife;PE;2007;1370,26;102,69;0,01322;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-26;Bom;Apartamento;174410,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 703 edf praia de ondina;430000,00;Pina;Recife;PE;2007;1370,26;103,56;0,01333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-29;Bom;Apartamento;88500,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 904 edf praia de ondina;403200,00;Pina;Recife;PE;2007;1370,26;102,98;0,01325;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-17;Bom;Apartamento;274600,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 1003 edf praia de ondina;402000,00;Pina;Recife;PE;2007;1370,26;103,56;0,01333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-11;Bom;Apartamento;304000,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 1401 edf praia de ondina;450000,00;Pina;Recife;PE;2007;1370,26;102,61;0,01321;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-08;Bom;Apartamento;0,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 1403 edf praia de ondina;421440,00;Pina;Recife;PE;2007;1370,26;103,56;0,01333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-05;Bom;Apartamento;0,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 1203 edf praia de ondina;417600,00;Pina;Recife;PE;2007;1370,26;103,56;0,01333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-17;Bom;Apartamento;0,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 1503 edf praia de ondina;480000,00;Pina;Recife;PE;2007;1370,26;103,56;0,01333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-13;Bom;Apartamento;384000,00;32980;;;2023;2023
rua estudante jeremias bastos;284;apto 1502 edf praia de ondina;430000,00;Pina;Recife;PE;2007;1370,26;102,69;0,01322;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-20;Bom;Apartamento;0,00;32980;;;2023;2023
av engenheiro domingos ferreira;99;apto 702 torremolinos residence;441258,67;Pina;Recife;PE;2019;1192,77;131,34;0,02294;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-09;Bom;Apartamento;0,00;20184;;;2023;2023
av engenheiro domingos ferreira;99;apto 202 torremolinos residence;427612,47;Pina;Recife;PE;2019;1192,77;131,34;0,02294;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-28;Bom;Apartamento;0,00;20184;;;2023;2023
av engenheiro domingos ferreira;99;apto 703 torremolinos residence;441258,67;Pina;Recife;PE;2019;1192,77;131,34;0,02294;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-06;Bom;Apartamento;0,00;20184;;;2023;2023
av engenheiro domingos ferreira;99;apto 901 torremolinos residence;432000,00;Pina;Recife;PE;2019;1192,77;123,22;0,02144;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-29;Bom;Apartamento;0,00;20184;;;2023;2023
av engenheiro domingos ferreira;99;apto 902 torremolinos residence;446838,31;Pina;Recife;PE;2019;1192,77;131,34;0,02294;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-02;Bom;Apartamento;0,00;20184;;;2023;2023
av boa viagem;9;;70000000,00;Pina;Recife;PE;1990;2008,0;12230,08;1,0;Superior;Hotel;COMERCIAL COM LIXO ORGANICO;2023-04-26;Bom;Hotel;0,00;11720;-8.09128;-34.882417;2023;2023
rua estudante jeremias bastos;119;;1368000,00;Pina;Recife;PE;1939;305,51;148,7;1,0;Simples;Casa;RESIDENCIAL;2023-09-04;Bom;Casa;0,00;32980;-8.091167;-34.884145;2023;2023
av conselheiro aguiar;66;;2698520,00;Pina;Recife;PE;1939;1350,02;674,63;1,0;Médio;Edificação Especial;COMERCIAL COM LIXO ORGANICO;2023-09-06;Bom;Edificação Especial;0,00;1465;;;2023;2023
rua estudante jeremias bastos;63;;827880,00;Pina;Recife;PE;1939;208,34;95,88;1,0;Simples;Casa;RESIDENCIAL;2023-09-06;Bom;Casa;0,00;32980;-8.090729;-34.884044;2023;2023
av conselheiro aguiar;65;apto 0306 edf studio ibiza iii;193501,69;Pina;Recife;PE;2001;930,85;49,29;0,01269;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-05;Bom;Apartamento;0,00;1465;-8.091069;-34.883406;2023;2023
av conselheiro aguiar;65;apto 0401 edf studio ibiza iii;250853,45;Pina;Recife;PE;2001;930,85;67,73;0,01744;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-24;Bom;Apartamento;0,00;1465;-8.091069;-34.883406;2023;2023
av conselheiro aguiar;65;apto 0404 edf studio ibiza iii;230000,00;Pina;Recife;PE;2001;930,85;59,24;0,01526;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-17;Bom;Apartamento;0,00;1465;-8.091069;-34.883406;2023;2023
av conselheiro aguiar;65;apto 0501 edf studio ibiza iii;252434,47;Pina;Recife;PE;2001;930,85;67,73;0,01744;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-24;Bom;Apartamento;0,00;1465;-8.091069;-34.883406;2023;2023
av herculano bandeira;103;;2247742,75;Pina;Recife;PE;1939;289,38;153,26;1,0;Simples;Casa;RESIDENCIAL;2023-09-18;Bom;Casa;0,00;28932;-8.091411;-34.883074;2023;2023
av herculano bandeira;103;;880000,00;Pina;Recife;PE;1939;289,38;153,26;1,0;Simples;Casa;RESIDENCIAL;2023-08-22;Bom;Casa;0,00;28932;-8.091411;-34.883074;2023;2023
av herculano bandeira;55;apto 502 edf maria júlia;1390000,00;Pina;Recife;PE;2010;1108,72;168,02;0,02847;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-21;Bom;Apartamento;0,00;28932;-8.091731;-34.882803;2023;2023
av herculano bandeira;55;apto 1401 edf maria júlia;1425000,00;Pina;Recife;PE;2010;1108,72;168,02;0,02847;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-02;Bom;Apartamento;0,00;28932;-8.091731;-34.882803;2023;2023
av boa viagem;100;apto 2101 edf maria karla;3900000,00;Pina;Recife;PE;2009;1409,44;346,42;0,04049;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-30;Bom;Apartamento;0,00;11720;-8.092317;-34.882707;2023;2023
av boa viagem;100;apto 2501 edf maria karla;3500000,00;Pina;Recife;PE;2009;1409,44;346,42;0,04049;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-17;Bom;Apartamento;0,00;11720;-8.092317;-34.882707;2023;2023
av boa viagem;110;apto 1101 edf mar azul;3700000,00;Pina;Recife;PE;2010;1409,6;327,0;0,03963;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-20;Bom;Apartamento;0,00;11720;-8.092536;-34.882699;2023;2023
av boa viagem;110;apto 1101 edf mar azul;3700000,00;Pina;Recife;PE;2010;1409,6;327,0;0,03963;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-21;Bom;Apartamento;0,00;11720;-8.092536;-34.882699;2023;2023
av boa viagem;110;apto 2401 edf mar azul;4050000,00;Pina;Recife;PE;2010;1409,6;327,0;0,03963;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-05;Bom;Apartamento;0,00;11720;-8.092536;-34.882699;2023;2023
av boa viagem;118;apto 0802 edf ubatuba;1200000,00;Pina;Recife;PE;1979;1739,7;144,36;0,02169;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-12;Bom;Apartamento;0,00;11720;-8.092665;-34.88286;2023;2023
av boa viagem;118;apto 0401 edf ubatuba;900000,00;Pina;Recife;PE;1979;1739,7;184,62;0,02774;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-02;Bom;Apartamento;112219,32;11720;-8.092665;-34.88286;2023;2023
av boa viagem;118;apto 0901 edf ubatuba;800000,00;Pina;Recife;PE;1979;1739,7;184,62;0,02774;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-05;Bom;Apartamento;0,00;11720;-8.092665;-34.88286;2023;2023
av boa viagem;130;apto 2001 edf beach class residence;715540,06;Pina;Recife;PE;2011;1884,78;93,69;0,00735;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-24;Bom;Apartamento;0,00;11720;-8.092778;-34.883026;2023;2023
av boa viagem;130;apto 2402 edf beach class residence;814000,00;Pina;Recife;PE;2011;1884,78;90,2;0,00708;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-05;Bom;Apartamento;651200,00;11720;-8.092778;-34.883026;2023;2023
av boa viagem;130;apto 2902 edf beach class residence;397000,00;Pina;Recife;PE;2011;1884,78;90,2;0,00708;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-20;Bom;Apartamento;0,00;11720;-8.092778;-34.883026;2023;2023
av boa viagem;130;apto 2902 edf beach class residence;600000,00;Pina;Recife;PE;2011;1884,78;90,2;0,00708;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-04;Bom;Apartamento;0,00;11720;-8.092778;-34.883026;2023;2023
av boa viagem;130;apto 2904 edf beach class residence;643512,92;Pina;Recife;PE;2011;1884,78;93,69;0,00735;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-27;Bom;Apartamento;0,00;11720;-8.092778;-34.883026;2023;2023
av boa viagem;130;apto 3103 edf beach class residence;640000,00;Pina;Recife;PE;2011;1884,78;90,2;0,00708;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-29;Bom;Apartamento;0,00;11720;-8.092778;-34.883026;2023;2023
av boa viagem;130;apto 201 edf beach class residence;550000,00;Pina;Recife;PE;2011;1884,78;93,69;0,00735;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-22;Bom;Apartamento;0,00;11720;-8.092778;-34.883026;2023;2023
av boa viagem;130;apto 1103 edf beach class residence;651584,38;Pina;Recife;PE;2011;1884,78;90,2;0,00708;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-08;Bom;Apartamento;0,00;11720;-8.092778;-34.883026;2023;2023
av boa viagem;130;apto 1601 edf beach class residence;650000,00;Pina;Recife;PE;2011;1884,78;93,69;0,00735;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-23;Bom;Apartamento;0,00;11720;-8.092778;-34.883026;2023;2023
av boa viagem;158;apto 0316 edf jangadeiro ii;150000,00;Pina;Recife;PE;1966;1452,0;25,97;0,01449;Simples;Apartamento <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-01-05;Bom;Apartamento;0,00;11720;-8.092958;-34.882858;2023;2023
av boa viagem;178;apto 102 edf maria genita;2400000,00;Pina;Recife;PE;2006;2455,22;282,25;0,02083;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-24;Bom;Apartamento;0,00;11720;-8.093118;-34.882952;2023;2023
av boa viagem;178;apto 2401 edf maria genita;2650000,00;Pina;Recife;PE;2006;2455,22;282,25;0,02083;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-20;Bom;Apartamento;0,00;11720;-8.093118;-34.882952;2023;2023
av boa viagem;178;apto 2401 edf maria genita;2650000,00;Pina;Recife;PE;2006;2455,22;282,25;0,02083;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-26;Bom;Apartamento;0,00;11720;-8.093118;-34.882952;2023;2023
av boa viagem;178;apto 501 edf maria genita;2500000,00;Pina;Recife;PE;2006;2455,22;282,25;0,02083;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-22;Bom;Apartamento;0,00;11720;-8.093118;-34.882952;2023;2023
rua capitao rebelinho;580;apto 1901 edf enseada do mar;2200000,00;Pina;Recife;PE;2011;2247,7;218,63;0,01814;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-17;Bom;Apartamento;0,00;56863;-8.092151;-34.883075;2023;2023
rua capitao rebelinho;580;apto 2401 edf enseada do mar;1512014,29;Pina;Recife;PE;2011;2247,7;230,86;0,01874;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-12;Bom;Apartamento;0,00;56863;-8.092151;-34.883075;2023;2023
rua capitao rebelinho;580;apto 2401 edf enseada do mar;1512014,29;Pina;Recife;PE;2011;2247,7;230,86;0,01874;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-22;Bom;Apartamento;0,00;56863;-8.092151;-34.883075;2023;2023
rua capitao rebelinho;600;apto 1102 edf maria laura;940000,00;Pina;Recife;PE;2009;1282,86;179,53;0,0238;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-30;Bom;Apartamento;0,00;56863;-8.091784;-34.883122;2023;2023
rua capitao rebelinho;600;apto 1602 edf maria laura;1300000,00;Pina;Recife;PE;2009;1282,86;179,53;0,0238;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-02;Bom;Apartamento;800000,00;56863;-8.091784;-34.883122;2023;2023
rua capitao rebelinho;300;apto 1303 edf puerto villas;250000,00;Pina;Recife;PE;2004;660,46;43,57;0,01216;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-18;Bom;Apartamento;0,00;56863;-8.093543;-34.883701;2023;2023
rua capitao rebelinho;300;apto 1302 edf puerto villas;201192,59;Pina;Recife;PE;2004;660,46;43,57;0,01216;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-10;Bom;Apartamento;0,00;56863;-8.093543;-34.883701;2023;2023
rua capitao rebelinho;300;apto 1302 edf puerto villas;201192,59;Pina;Recife;PE;2004;660,46;43,57;0,01216;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-08;Bom;Apartamento;0,00;56863;-8.093543;-34.883701;2023;2023
rua capitao rebelinho;300;apto 1302 edf puerto villas;201000,00;Pina;Recife;PE;2004;660,46;43,57;0,01216;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-01;Bom;Apartamento;0,00;56863;-8.093543;-34.883701;2023;2023
av boa viagem;220;apto 0401 edf alfredo mauricéia;240000,00;Pina;Recife;PE;1966;675,0;67,07;0,03999;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-27;Bom;Apartamento;0,00;11720;-8.093574;-34.882839;2023;2023
av boa viagem;220;apto 0202 edf alfredo mauricéia;240000,00;Pina;Recife;PE;1966;675,0;67,07;0,03999;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-04;Bom;Apartamento;0,00;11720;-8.093574;-34.882839;2023;2023
av boa viagem;296;apto 0604 edf maria vitória;1000000,00;Pina;Recife;PE;2000;2059,4;234,1;0,01814;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-15;Bom;Apartamento;0,00;11720;-8.093901;-34.882968;2023;2023
av boa viagem;296;apto 0501 edf maria vitória;970000,00;Pina;Recife;PE;2000;2059,4;225,13;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-09;Bom;Apartamento;0,00;11720;-8.093901;-34.882968;2023;2023
rua ondina;88;apto 0201 edf maria yolanda;405000,00;Pina;Recife;PE;2001;1561,78;121,73;0,0119;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-05;Bom;Apartamento;0,00;47562;-8.093787;-34.883388;2023;2023
rua ondina;88;apto 0306 edf maria yolanda;557931,65;Pina;Recife;PE;2001;1561,78;121,73;0,0119;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-20;Bom;Apartamento;0,00;47562;-8.093787;-34.883388;2023;2023
rua ondina;88;apto 1006 edf maria yolanda;583016,77;Pina;Recife;PE;2001;1561,78;121,73;0,0119;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-18;Bom;Apartamento;0,00;47562;-8.093787;-34.883388;2023;2023
rua capitao rebelinho;396;apto 0903 edf maria cecilia;409000,00;Pina;Recife;PE;2003;970,92;97,87;0,01666;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-16;Bom;Apartamento;217000,00;56863;-8.09441;-34.883968;2023;2023
