logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano;year
rua caio pereira;800;apto 1001 edf sainte juliana;785000,00;Encruzilhada;Recife;PE;2017;1295,39;145,68;0,01586;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-18;Bom;Apartamento;0,00;13269;;;2024;2024
av santos dumont;824;;1882395,00;Encruzilhada;Recife;PE;1951;466,88;290,97;1,0;Médio;Casa;RESIDENCIAL;2024-01-23;Bom;Casa;0,00;53996;-8.034406;-34.896653;2024;2024
av santos dumont;836;;1850275,50;Encruzilhada;Recife;PE;1988;484,4;376,11;1,0;Médio;Casa;RESIDENCIAL;2024-03-08;Bom;Casa;0,00;53996;-8.034299;-34.896599;2024;2024
av santos dumont;836;;1850275,50;Encruzilhada;Recife;PE;1988;484,4;376,11;1,0;Médio;Casa;RESIDENCIAL;2024-01-31;Bom;Casa;0,00;53996;-8.034299;-34.896599;2024;2024
rua caio pereira;334;apto 501 edf essenza rosarinho;1050000,00;Encruzilhada;Recife;PE;2011;1737,63;183,6;0,01923;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-16;Bom;Apartamento;0,00;13269;-8.035095;-34.896937;2024;2024
rua caio pereira;334;apto 602 edf essenza rosarinho;1150000,00;Encruzilhada;Recife;PE;2011;1737,63;183,6;0,01923;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-09;Bom;Apartamento;600000,00;13269;-8.035095;-34.896937;2024;2024
rua caio pereira;390;apto 702 edf acantis;800000,00;Encruzilhada;Recife;PE;2005;1147,48;174,33;0,02741;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-09;Bom;Apartamento;530000,00;13269;-8.03539;-34.896343;2024;2024
rua caio pereira;390;apto 1801 edf acantis;630000,00;Encruzilhada;Recife;PE;2005;1147,48;179,0;0,02814;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-08;Bom;Apartamento;453700,00;13269;-8.03539;-34.896343;2024;2024
rua belmiro correa;59;apto 702 edf. jardim monet;1050000,00;Encruzilhada;Recife;PE;2021;1509,37;187,9;0,01997;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-11-29;Bom;Apartamento;450000,00;10715;-8.035535;-34.896122;2024;2024
rua belmiro correa;59;apto 1501 edf. jardim monet;1104000,00;Encruzilhada;Recife;PE;2021;1509,37;187,9;0,01997;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-31;Bom;Apartamento;200000,00;10715;-8.035535;-34.896122;2024;2024
rua belmiro correa;59;apto 2501 edf. jardim monet;1100000,00;Encruzilhada;Recife;PE;2021;1509,37;187,9;0,01997;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-26;Bom;Apartamento;0,00;10715;-8.035535;-34.896122;2024;2024
rua doutor jose maria;578;apto 1102 edf praia de ceres;631839,77;Encruzilhada;Recife;PE;2002;861,0;184,77;0,03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-16;Bom;Apartamento;0,00;36196;-8.035868;-34.89625;2024;2024
rua doutor jose maria;578;apto 1401 edf praia de ceres;630000,00;Encruzilhada;Recife;PE;2002;861,0;184,77;0,03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-03-20;Bom;Apartamento;496000,00;36196;-8.035868;-34.89625;2024;2024
rua doutor jose maria;578;apto 0102 edf praia de ceres;595739,42;Encruzilhada;Recife;PE;2002;861,0;184,77;0,03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-08-20;Bom;Apartamento;0,00;36196;-8.035868;-34.89625;2024;2024
rua doutor jose maria;578;apto 0102 edf praia de ceres;595739,42;Encruzilhada;Recife;PE;2002;861,0;184,77;0,03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-10;Bom;Apartamento;0,00;36196;-8.035868;-34.89625;2024;2024
rua doutor jose maria;600;apto 2203 edf maria rosa;500000,00;Encruzilhada;Recife;PE;2010;2431,0;111,89;0,00754;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-29;Bom;Apartamento;0,00;36196;-8.035672;-34.896615;2024;2024
rua doutor jose maria;600;apto 2501 edf maria rosa;740000,00;Encruzilhada;Recife;PE;2010;2431,0;139,58;0,00912;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-09;Bom;Apartamento;330000,00;36196;-8.035672;-34.896615;2024;2024
rua doutor jose maria;600;apto 703 edf maria rosa;520000,00;Encruzilhada;Recife;PE;2010;2431,0;111,89;0,00754;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-03;Bom;Apartamento;0,00;36196;-8.035672;-34.896615;2024;2024
rua doutor jose maria;658;apto 2401 edf casa rosada;1750000,00;Encruzilhada;Recife;PE;2010;3090,5;244,73;0,01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-12-04;Bom;Apartamento;0,00;36196;-8.035419;-34.897024;2024;2024
rua doutor jose maria;658;apto 301 edf casa rosada;1350000,00;Encruzilhada;Recife;PE;2010;3090,5;244,73;0,01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-10;Bom;Apartamento;370000,00;36196;-8.035419;-34.897024;2024;2024
rua doutor jose maria;658;apto 1201 edf casa rosada;581250,00;Encruzilhada;Recife;PE;2010;3090,5;244,73;0,01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-10;Bom;Apartamento;0,00;36196;-8.035419;-34.897024;2024;2024
rua doutor jose maria;658;apto 1401 edf casa rosada;1500000,00;Encruzilhada;Recife;PE;2010;3090,5;244,73;0,01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-21;Bom;Apartamento;0,00;36196;-8.035419;-34.897024;2024;2024
rua doutor jose maria;658;apto 1402 edf casa rosada;1500000,00;Encruzilhada;Recife;PE;2010;3090,5;244,73;0,01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-27;Bom;Apartamento;0,00;36196;-8.035419;-34.897024;2024;2024
rua doutor jose maria;658;apto 1402 edf casa rosada;1500000,00;Encruzilhada;Recife;PE;2010;3090,5;244,73;0,01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-21;Bom;Apartamento;0,00;36196;-8.035419;-34.897024;2024;2024
rua doutor jose maria;658;apto 2102 edf casa rosada;640000,00;Encruzilhada;Recife;PE;2010;3090,5;244,73;0,01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-30;Bom;Apartamento;0,00;36196;-8.035419;-34.897024;2024;2024
rua doutor jose maria;658;apto 3002 edf casa rosada;730300,00;Encruzilhada;Recife;PE;2010;3090,5;244,73;0,01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-31;Bom;Apartamento;0,00;36196;-8.035419;-34.897024;2024;2024
rua doutor jose maria;512;apto 1602 privilege rosarinho;620000,00;Encruzilhada;Recife;PE;2016;1619,23;122,37;0,01403;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-30;Bom;Apartamento;0,00;36196;-8.035969;-34.895826;2024;2024
av santos dumont;881;apto 0101 edf ilha de cedros;324495,32;Rosarinho;Recife;PE;1984;1231,05;97,88;0,02755;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-20;Bom;Apartamento;128000,00;53996;-8.033767;-34.896839;2024;2024
rua engenheiro sampaio;68;apto 104 splendid rosarinho;300000,00;Rosarinho;Recife;PE;2014;2202,75;59,93;0,00727;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-11-08;Bom;Apartamento;0,00;53627;-8.033695;-34.897214;2024;2024
rua engenheiro sampaio;68;apto 705 splendid rosarinho;450000,00;Rosarinho;Recife;PE;2014;2202,75;99,82;0,01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-08;Bom;Apartamento;0,00;53627;-8.033695;-34.897214;2024;2024
rua engenheiro sampaio;68;apto 1105 splendid rosarinho;397600,90;Rosarinho;Recife;PE;2014;2202,75;99,82;0,01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-29;Bom;Apartamento;0,00;53627;-8.033695;-34.897214;2024;2024
rua engenheiro sampaio;68;apto 1703 splendid rosarinho;300000,00;Rosarinho;Recife;PE;2014;2202,75;59,93;0,00727;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-02;Bom;Apartamento;0,00;53627;-8.033695;-34.897214;2024;2024
rua engenheiro sampaio;68;apto 1201 splendid rosarinho;326000,00;Rosarinho;Recife;PE;2014;2202,75;57,12;0,00693;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-30;Bom;Apartamento;0,00;53627;-8.033695;-34.897214;2024;2024
rua engenheiro sampaio;68;apto 804 splendid rosarinho;300000,00;Rosarinho;Recife;PE;2014;2202,75;59,93;0,00727;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-12-04;Bom;Apartamento;0,00;53627;-8.033695;-34.897214;2024;2024
rua engenheiro sampaio;68;apto 1502 splendid rosarinho;450000,00;Rosarinho;Recife;PE;2014;2202,75;99,82;0,01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-12;Bom;Apartamento;0,00;53627;-8.033695;-34.897214;2024;2024
rua engenheiro sampaio;68;apto 1502 splendid rosarinho;407068,60;Rosarinho;Recife;PE;2014;2202,75;99,82;0,01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-11;Bom;Apartamento;0,00;53627;-8.033695;-34.897214;2024;2024
rua engenheiro sampaio;68;apto 1502 splendid rosarinho;450000,00;Rosarinho;Recife;PE;2014;2202,75;99,82;0,01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-09;Bom;Apartamento;0,00;53627;-8.033695;-34.897214;2024;2024
rua eng sampaio;110;apto 702 edf villa aguinaldo jurema;750084,68;Rosarinho;Recife;PE;2016;1084,52;180,0;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-08;Bom;Apartamento;400000,00;53627;;;2024;2024
rua eng sampaio;110;apto 1001 edf villa aguinaldo jurema;761207,97;Rosarinho;Recife;PE;2016;1084,52;180,0;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-18;Bom;Apartamento;0,00;53627;;;2024;2024
rua eng sampaio;110;apto 1701 edf villa aguinaldo jurema;850000,00;Rosarinho;Recife;PE;2016;1084,52;180,0;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-03-15;Bom;Apartamento;300000,00;53627;;;2024;2024
rua engenheiro sampaio;126;apto 1 edf álava;225000,00;Rosarinho;Recife;PE;1967;478,0;87,0;0,15631;Médio;Apartamento <= 4 Pavimentos;RESIDENCIAL;2024-09-11;Bom;Apartamento;0,00;53627;-8.033586;-34.897844;2024;2024
rua engenheiro sampaio;218;apto 101 edf quinta das baronesas;663779,60;Rosarinho;Recife;PE;2014;1361,43;175,83;0,01843;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-03;Bom;Apartamento;0,00;53627;-8.033582;-34.898096;2024;2024
rua engenheiro sampaio;218;apto 801 edf quinta das baronesas;645000,00;Rosarinho;Recife;PE;2014;1361,43;175,83;0,01843;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-17;Bom;Apartamento;0,00;53627;-8.033582;-34.898096;2024;2024
rua engenheiro sampaio;218;apto 801 edf quinta das baronesas;691686,55;Rosarinho;Recife;PE;2014;1361,43;175,83;0,01843;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-27;Bom;Apartamento;0,00;53627;-8.033582;-34.898096;2024;2024
rua engenheiro sampaio;218;apto 1002 edf quinta das baronesas;705799,09;Rosarinho;Recife;PE;2014;1361,43;177,47;0,0186;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-13;Bom;Apartamento;0,00;53627;-8.033582;-34.898096;2024;2024
rua regueira costa;236;;900000,00;Rosarinho;Recife;PE;1940;308,0;229,02;1,0;Médio;Casa;RESIDENCIAL;2024-05-15;Bom;Casa;0,00;57029;-8.033244;-34.898147;2024;2024
rua andre reboucas;45;apto 2001 edf david becker;1150000,00;Rosarinho;Recife;PE;2013;2610,0;207,27;0,01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-28;Bom;Apartamento;0,00;4928;-8.033397;-34.896962;2024;2024
rua andre reboucas;45;apto 2002 edf david becker;1230000,00;Rosarinho;Recife;PE;2013;2610,0;207,27;0,01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-02;Bom;Apartamento;500000,00;4928;-8.033397;-34.896962;2024;2024
rua andre reboucas;45;apto 2502 edf david becker;1200000,00;Rosarinho;Recife;PE;2013;2610,0;207,27;0,01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-29;Bom;Apartamento;0,00;4928;-8.033397;-34.896962;2024;2024
rua andre reboucas;45;apto 3502 edf david becker;1200000,00;Rosarinho;Recife;PE;2013;2610,0;207,27;0,01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-11;Bom;Apartamento;0,00;4928;-8.033397;-34.896962;2024;2024
rua engenheiro sampaio;59;apto 1202 edf gran parc premium-bloco a;900000,00;Rosarinho;Recife;PE;2015;2961,24;184,61;0,00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-18;Bom;Apartamento;500000,00;53627;-8.0341;-34.897511;2024;2024
rua engenheiro sampaio;59;apto 2302 edf gran parc premium-bloco a;1050000,00;Rosarinho;Recife;PE;2015;2961,24;184,61;0,00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-07;Bom;Apartamento;0,00;53627;-8.0341;-34.897511;2024;2024
rua engenheiro sampaio;59;apto 1902 edf gran parc premium-bloco b;830000,00;Rosarinho;Recife;PE;2015;2961,24;151,32;0,00736;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-15;Bom;Apartamento;0,00;53627;-8.0341;-34.897511;2024;2024
rua engenheiro sampaio;59;apto 2301 edf gran parc premium-bloco b;850000,00;Rosarinho;Recife;PE;2015;2961,24;151,19;0,00735;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-27;Bom;Apartamento;0,00;53627;-8.0341;-34.897511;2024;2024
av santos dumont;815;apto 401 edf pedra do sitio das roseiras;544462,01;Rosarinho;Recife;PE;2008;1020,0;148,26;0,01999;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-08-15;Bom;Apartamento;287567,68;53996;-8.034253;-34.897062;2024;2024
av santos dumont;815;apto 902 edf pedra do sitio das roseiras;615000,00;Rosarinho;Recife;PE;2008;1020,0;148,26;0,01999;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-16;Bom;Apartamento;0,00;53996;-8.034253;-34.897062;2024;2024
av santos dumont;815;apto 1901 edf pedra do sitio das roseiras;610000,00;Rosarinho;Recife;PE;2008;1020,0;148,26;0,01999;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-09;Bom;Apartamento;80000,00;53996;-8.034253;-34.897062;2024;2024
rua caio pereira;275;apto 1602 edf artemis;660000,00;Rosarinho;Recife;PE;1999;1075,2;162,45;0,02173;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-12-17;Bom;Apartamento;462000,00;13269;-8.034534;-34.8972;2024;2024
rua caio pereira;225;apto 503 edf maria luiza;880000,00;Rosarinho;Recife;PE;2012;2179,25;171,43;0,0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-12-30;Bom;Apartamento;0,00;13269;-8.034439;-34.897576;2024;2024
rua caio pereira;225;apto 1203 edf maria luiza;870000,00;Rosarinho;Recife;PE;2012;2179,25;171,43;0,0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-11;Bom;Apartamento;0,00;13269;-8.034439;-34.897576;2024;2024
rua caio pereira;225;apto 1203 edf maria luiza;870000,00;Rosarinho;Recife;PE;2012;2179,25;171,43;0,0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-11;Bom;Apartamento;0,00;13269;-8.034439;-34.897576;2024;2024
rua caio pereira;225;apto 103 edf maria luiza;860000,00;Rosarinho;Recife;PE;2012;2179,25;171,43;0,0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-23;Bom;Apartamento;0,00;13269;-8.034439;-34.897576;2024;2024
rua caio pereira;225;apto 903 edf maria luiza;850000,00;Rosarinho;Recife;PE;2012;2179,25;171,43;0,0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-02;Bom;Apartamento;0,00;13269;-8.034439;-34.897576;2024;2024
rua caio pereira;225;apto 1401 edf maria luiza;820000,00;Rosarinho;Recife;PE;2012;2179,25;172,78;0,01169;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-23;Bom;Apartamento;520000,00;13269;-8.034439;-34.897576;2024;2024
rua caio pereira;225;apto 2802 edf maria luiza;750000,00;Rosarinho;Recife;PE;2012;2179,25;165,37;0,01119;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-16;Bom;Apartamento;0,00;13269;-8.034439;-34.897576;2024;2024
rua regueira costa;126;;1210481,00;Rosarinho;Recife;PE;1941;460,0;228,36;1,0;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2024-04-22;Bom;Casa;0,00;57029;-8.034229;-34.898148;2024;2024
av santos dumont;725;apto 1602 edf desb dirceu borges;1000000,00;Rosarinho;Recife;PE;2008;1918,49;200,45;0,01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-26;Bom;Apartamento;0,00;53996;-8.034973;-34.897451;2024;2024
av santos dumont;725;apto 1201 edf desb dirceu borges;1030000,00;Rosarinho;Recife;PE;2008;1918,49;200,45;0,01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-17;Bom;Apartamento;379552,18;53996;-8.034973;-34.897451;2024;2024
rua doutor jose maria;792;apto 903 edf parque da jaqueira home service;299192,10;Rosarinho;Recife;PE;2011;1129,36;74,88;0,01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-08;Bom;Apartamento;216000,00;36196;-8.035164;-34.898152;2024;2024
rua doutor jose maria;792;apto 1201 edf parque da jaqueira home service;302487,67;Rosarinho;Recife;PE;2011;1129,36;74,33;0,01105;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-10;Bom;Apartamento;0,00;36196;-8.035164;-34.898152;2024;2024
rua doutor jose maria;792;apto 1304 edf parque da jaqueira home service;306316,48;Rosarinho;Recife;PE;2011;1129,36;74,88;0,01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-24;Bom;Apartamento;0,00;36196;-8.035164;-34.898152;2024;2024
rua doutor jose maria;792;apto 1304 edf parque da jaqueira home service;306316,48;Rosarinho;Recife;PE;2011;1129,36;74,88;0,01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-19;Bom;Apartamento;0,00;36196;-8.035164;-34.898152;2024;2024
rua doutor jose maria;792;apto 1404 edf parque da jaqueira home service;308123,93;Rosarinho;Recife;PE;2011;1129,36;74,88;0,01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-08-29;Bom;Apartamento;0,00;36196;-8.035164;-34.898152;2024;2024
rua doutor jose maria;792;apto 1404 edf parque da jaqueira home service;308123,93;Rosarinho;Recife;PE;2011;1129,36;74,88;0,01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-04;Bom;Apartamento;0,00;36196;-8.035164;-34.898152;2024;2024
rua doutor jose maria;792;apto 1306 edf parque da jaqueira home service;304272,53;Rosarinho;Recife;PE;2011;1129,36;74,33;0,01105;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-26;Bom;Apartamento;0,00;36196;-8.035164;-34.898152;2024;2024
rua regueira costa;287;apto 1201 edf saint guilherme;700000,00;Rosarinho;Recife;PE;2013;1166,23;165,25;0,02001;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-14;Bom;Apartamento;0,00;57029;-8.032697;-34.898533;2024;2024
rua regueira costa;287;apto 1902 edf saint guilherme;803220,00;Rosarinho;Recife;PE;2013;1166,23;165,25;0,02001;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-23;Bom;Apartamento;0,00;57029;-8.032697;-34.898533;2024;2024
rua regueira costa;287;apto 2301 edf saint guilherme;940000,00;Rosarinho;Recife;PE;2013;1166,23;165,25;0,02001;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-16;Bom;Apartamento;340000,00;57029;-8.032697;-34.898533;2024;2024
rua regueira costa;265;apto 1604 edf. quinta das orquídeas;308990,64;Rosarinho;Recife;PE;2021;1639,99;74,7;0,01006;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-15;Bom;Apartamento;0,00;57029;-8.032985;-34.898666;2024;2024
rua regueira costa;265;apto 1604 edf. quinta das orquídeas;308990,64;Rosarinho;Recife;PE;2021;1639,99;74,7;0,01006;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-16;Bom;Apartamento;0,00;57029;-8.032985;-34.898666;2024;2024
rua regueira costa;265;apto 2503 edf. quinta das orquídeas;322027,42;Rosarinho;Recife;PE;2021;1639,99;73,75;0,00993;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-16;Bom;Apartamento;0,00;57029;-8.032985;-34.898666;2024;2024
rua engenheiro sampaio;238;apto a edf campos;200000,00;Rosarinho;Recife;PE;1958;437,0;93,0;0,17816;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2024-01-22;Bom;Apartamento;0,00;53627;-8.033502;-34.898847;2024;2024
rua engenheiro sampaio;238;apto b edf campos;200000,00;Rosarinho;Recife;PE;1958;437,0;81,0;0,15517;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2024-01-22;Bom;Apartamento;0,00;53627;-8.033502;-34.898847;2024;2024
rua engenheiro sampaio;238;apto c edf campos;200000,00;Rosarinho;Recife;PE;1958;437,0;93,0;0,17816;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2024-01-22;Bom;Apartamento;0,00;53627;-8.033502;-34.898847;2024;2024
rua engenheiro sampaio;238;apto d edf campos;200000,00;Rosarinho;Recife;PE;1958;437,0;93,0;0,17816;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2024-01-22;Bom;Apartamento;0,00;53627;-8.033502;-34.898847;2024;2024
rua engenheiro sampaio;255;apto 0403 edf débora;400000,00;Rosarinho;Recife;PE;2003;1022,4;101,43;0,01716;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-13;Bom;Apartamento;0,00;53627;-8.033781;-34.899086;2024;2024
rua engenheiro sampaio;255;apto 0501 edf débora;378000,00;Rosarinho;Recife;PE;2003;1022,4;101,43;0,01716;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-29;Bom;Apartamento;0,00;53627;-8.033781;-34.899086;2024;2024
rua engenheiro sampaio;255;apto 0503 edf débora;395693,32;Rosarinho;Recife;PE;2003;1022,4;101,43;0,01716;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-16;Bom;Apartamento;254019,90;53627;-8.033781;-34.899086;2024;2024
rua engenheiro sampaio;255;apto 1401 edf débora;433019,66;Rosarinho;Recife;PE;2003;1022,4;114,65;0,01854;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-11-13;Bom;Apartamento;265000,00;53627;-8.033781;-34.899086;2024;2024
rua caio pereira;75;apto 701 edf abelardo carneiro leão;843156,00;Rosarinho;Recife;PE;2017;1030,98;192,47;0,03359;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-14;Bom;Apartamento;500000,00;13269;;;2024;2024
rua general abreu e lima;144;apto 702 edf mirante;1450000,00;Rosarinho;Recife;PE;2012;2210,0;237,22;0,01562;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-11;Bom;Apartamento;0,00;388;-8.034044;-34.89935;2024;2024
rua general abreu e lima;144;apto 902 edf mirante;1200000,00;Rosarinho;Recife;PE;2012;2210,0;237,22;0,01562;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-11-29;Bom;Apartamento;0,00;388;-8.034044;-34.89935;2024;2024
rua general abreu e lima;144;apto 1302 edf mirante;1240000,00;Rosarinho;Recife;PE;2012;2210,0;237,22;0,01562;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-17;Bom;Apartamento;890000,00;388;-8.034044;-34.89935;2024;2024
