logradouro;numero;complemento;valor_avaliacao;bairro;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;valores_financiados_sfh;cod_logradouro;latitude;longitude;ano;year;mes_transacao;ano_transacao;idade_imovel;valor_por_m2;tem_financiamento_sfh;categoria_valor;categoria_area;tem_coordenadas
rua doutor jose maria;578;apto 1102 edf praia de ceres;631839.77;Encruzilhada;2002;861.0;184.77;0.03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-16;Bom;Apartamento;0.0;36196;-8.035868;-34.89625;2024;2024;4;2024;22;3419.6015045732534;0;High;Large;1
rua doutor jose maria;578;apto 1401 edf praia de ceres;630000.0;Encruzilhada;2002;861.0;184.77;0.03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-03-20;Bom;Apartamento;496000.0;36196;-8.035868;-34.89625;2024;2024;3;2024;22;3409.644422795908;1;High;Large;1
rua doutor jose maria;578;apto 0102 edf praia de ceres;595739.42;Encruzilhada;2002;861.0;184.77;0.03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-08-20;Bom;Apartamento;0.0;36196;-8.035868;-34.89625;2024;2024;8;2024;22;3224.221572766142;0;High;Large;1
rua doutor jose maria;578;apto 0102 edf praia de ceres;595739.42;Encruzilhada;2002;861.0;184.77;0.03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-10;Bom;Apartamento;0.0;36196;-8.035868;-34.89625;2024;2024;9;2024;22;3224.221572766142;0;High;Large;1
rua doutor jose maria;600;apto 2203 edf maria rosa;500000.0;Encruzilhada;2010;2431.0;111.89;0.00754;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-29;Bom;Apartamento;0.0;36196;-8.035672;-34.896615;2024;2024;5;2024;14;4468.674591116275;0;Medium-High;Large;1
rua doutor jose maria;600;apto 2501 edf maria rosa;740000.0;Encruzilhada;2010;2431.0;139.58;0.00912;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-09;Bom;Apartamento;330000.0;36196;-8.035672;-34.896615;2024;2024;9;2024;14;5301.619143143716;1;High;Large;1
rua doutor jose maria;600;apto 703 edf maria rosa;520000.0;Encruzilhada;2010;2431.0;111.89;0.00754;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-03;Bom;Apartamento;0.0;36196;-8.035672;-34.896615;2024;2024;10;2024;14;4647.421574760926;0;Medium-High;Large;1
rua doutor jose maria;658;apto 2401 edf casa rosada;1750000.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-12-04;Bom;Apartamento;0.0;36196;-8.035419;-34.897024;2024;2024;12;2024;14;7150.737547501329;0;High;Extra Large;1
rua doutor jose maria;658;apto 301 edf casa rosada;1350000.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-10;Bom;Apartamento;370000.0;36196;-8.035419;-34.897024;2024;2024;5;2024;14;5516.283250929596;1;High;Extra Large;1
rua doutor jose maria;658;apto 1201 edf casa rosada;581250.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-10;Bom;Apartamento;0.0;36196;-8.035419;-34.897024;2024;2024;4;2024;14;2375.066399705798;0;High;Extra Large;1
rua doutor jose maria;658;apto 1401 edf casa rosada;1500000.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-21;Bom;Apartamento;0.0;36196;-8.035419;-34.897024;2024;2024;5;2024;14;6129.203612143996;0;High;Extra Large;1
rua doutor jose maria;658;apto 1402 edf casa rosada;1500000.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-27;Bom;Apartamento;0.0;36196;-8.035419;-34.897024;2024;2024;2;2024;14;6129.203612143996;0;High;Extra Large;1
rua doutor jose maria;658;apto 1402 edf casa rosada;1500000.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-21;Bom;Apartamento;0.0;36196;-8.035419;-34.897024;2024;2024;5;2024;14;6129.203612143996;0;High;Extra Large;1
rua doutor jose maria;658;apto 2102 edf casa rosada;640000.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-30;Bom;Apartamento;0.0;36196;-8.035419;-34.897024;2024;2024;1;2024;14;2615.1268745147713;0;High;Extra Large;1
rua doutor jose maria;658;apto 3002 edf casa rosada;730300.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-31;Bom;Apartamento;0.0;36196;-8.035419;-34.897024;2024;2024;7;2024;14;2984.10493196584;0;High;Extra Large;1
rua doutor jose maria;512;apto 1602 privilege rosarinho;620000.0;Encruzilhada;2016;1619.23;122.37;0.01403;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-30;Bom;Apartamento;0.0;36196;-8.035969;-34.895826;2024;2024;7;2024;8;5066.6012911661355;0;High;Large;1
av santos dumont;881;apto 0101 edf ilha de cedros;324495.32;Rosarinho;1984;1231.05;97.88;0.02755;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-20;Bom;Apartamento;128000.0;53996;-8.033767;-34.896839;2024;2024;2;2024;40;3315.2362076011445;1;Medium-Low;Medium;1
rua engenheiro sampaio;68;apto 104 splendid rosarinho;300000.0;Rosarinho;2014;2202.75;59.93;0.00727;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-11-08;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2024;2024;11;2024;10;5005.840146837978;0;Medium-Low;Medium;1
rua engenheiro sampaio;68;apto 705 splendid rosarinho;450000.0;Rosarinho;2014;2202.75;99.82;0.01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-08;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2024;2024;4;2024;10;4508.114606291325;0;Medium-High;Medium;1
rua engenheiro sampaio;68;apto 1105 splendid rosarinho;397600.9;Rosarinho;2014;2202.75;99.82;0.01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-29;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2024;2024;4;2024;10;3983.1787216990588;0;Medium-High;Medium;1
rua engenheiro sampaio;68;apto 1703 splendid rosarinho;300000.0;Rosarinho;2014;2202.75;59.93;0.00727;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-02;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2024;2024;4;2024;10;5005.840146837978;0;Medium-Low;Medium;1
rua engenheiro sampaio;68;apto 1201 splendid rosarinho;326000.0;Rosarinho;2014;2202.75;57.12;0.00693;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-30;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2024;2024;10;2024;10;5707.282913165266;0;Medium-Low;Medium;1
rua engenheiro sampaio;68;apto 804 splendid rosarinho;300000.0;Rosarinho;2014;2202.75;59.93;0.00727;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-12-04;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2024;2024;12;2024;10;5005.840146837978;0;Medium-Low;Medium;1
rua engenheiro sampaio;68;apto 1502 splendid rosarinho;450000.0;Rosarinho;2014;2202.75;99.82;0.01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-12;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2024;2024;7;2024;10;4508.114606291325;0;Medium-High;Medium;1
rua engenheiro sampaio;68;apto 1502 splendid rosarinho;407068.6;Rosarinho;2014;2202.75;99.82;0.01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-11;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2024;2024;6;2024;10;4078.0264476056905;0;Medium-High;Medium;1
rua engenheiro sampaio;68;apto 1502 splendid rosarinho;450000.0;Rosarinho;2014;2202.75;99.82;0.01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-09;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2024;2024;10;2024;10;4508.114606291325;0;Medium-High;Medium;1
rua eng sampaio;110;apto 702 edf villa aguinaldo jurema;750084.68;Rosarinho;2016;1084.52;180.0;0.025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-08;Bom;Apartamento;400000.0;53627;;;2024;2024;2;2024;8;4167.137111111111;1;High;Large;0
rua eng sampaio;110;apto 1001 edf villa aguinaldo jurema;761207.97;Rosarinho;2016;1084.52;180.0;0.025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-18;Bom;Apartamento;0.0;53627;;;2024;2024;6;2024;8;4228.933166666667;0;High;Large;0
rua eng sampaio;110;apto 1701 edf villa aguinaldo jurema;850000.0;Rosarinho;2016;1084.52;180.0;0.025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-03-15;Bom;Apartamento;300000.0;53627;;;2024;2024;3;2024;8;4722.222222222223;1;High;Large;0
rua engenheiro sampaio;126;apto 1 edf álava;225000.0;Rosarinho;1967;478.0;87.0;0.15631;Médio;Apartamento <= 4 Pavimentos;RESIDENCIAL;2024-09-11;Bom;Apartamento;0.0;53627;-8.033586;-34.897844;2024;2024;9;2024;57;2586.206896551724;0;Low;Medium;1
rua engenheiro sampaio;218;apto 101 edf quinta das baronesas;663779.6;Rosarinho;2014;1361.43;175.83;0.01843;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-03;Bom;Apartamento;0.0;53627;-8.033582;-34.898096;2024;2024;5;2024;10;3775.121424102826;0;High;Large;1
rua engenheiro sampaio;218;apto 801 edf quinta das baronesas;645000.0;Rosarinho;2014;1361.43;175.83;0.01843;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-17;Bom;Apartamento;0.0;53627;-8.033582;-34.898096;2024;2024;5;2024;10;3668.315987032929;0;High;Large;1
rua engenheiro sampaio;218;apto 801 edf quinta das baronesas;691686.55;Rosarinho;2014;1361.43;175.83;0.01843;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-27;Bom;Apartamento;0.0;53627;-8.033582;-34.898096;2024;2024;6;2024;10;3933.8369447762043;0;High;Large;1
rua engenheiro sampaio;218;apto 1002 edf quinta das baronesas;705799.09;Rosarinho;2014;1361.43;177.47;0.0186;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-13;Bom;Apartamento;0.0;53627;-8.033582;-34.898096;2024;2024;6;2024;10;3977.005071279653;0;High;Large;1
rua regueira costa;236;SEM COMPLEMENTO;900000.0;Rosarinho;1940;308.0;229.02;1.0;Médio;Casa;RESIDENCIAL;2024-05-15;Bom;Casa;0.0;57029;-8.033244;-34.898147;2024;2024;5;2024;84;3929.787791459261;0;High;Extra Large;1
rua andre reboucas;45;apto 2001 edf david becker;1150000.0;Rosarinho;2013;2610.0;207.27;0.01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-28;Bom;Apartamento;0.0;4928;-8.033397;-34.896962;2024;2024;2;2024;11;5548.318618227432;0;High;Extra Large;1
rua andre reboucas;45;apto 2002 edf david becker;1230000.0;Rosarinho;2013;2610.0;207.27;0.01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-02;Bom;Apartamento;500000.0;4928;-8.033397;-34.896962;2024;2024;7;2024;11;5934.288609060645;1;High;Extra Large;1
rua andre reboucas;45;apto 2502 edf david becker;1200000.0;Rosarinho;2013;2610.0;207.27;0.01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-29;Bom;Apartamento;0.0;4928;-8.033397;-34.896962;2024;2024;1;2024;11;5789.54986249819;0;High;Extra Large;1
rua andre reboucas;45;apto 3502 edf david becker;1200000.0;Rosarinho;2013;2610.0;207.27;0.01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-11;Bom;Apartamento;0.0;4928;-8.033397;-34.896962;2024;2024;1;2024;11;5789.54986249819;0;High;Extra Large;1
rua engenheiro sampaio;59;apto 1202 edf gran parc premium-bloco a;900000.0;Rosarinho;2015;2961.24;184.61;0.00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-18;Bom;Apartamento;500000.0;53627;-8.0341;-34.897511;2024;2024;6;2024;9;4875.142191647256;1;High;Large;1
rua engenheiro sampaio;59;apto 2302 edf gran parc premium-bloco a;1050000.0;Rosarinho;2015;2961.24;184.61;0.00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-07;Bom;Apartamento;0.0;53627;-8.0341;-34.897511;2024;2024;6;2024;9;5687.665890255132;0;High;Large;1
rua engenheiro sampaio;59;apto 1902 edf gran parc premium-bloco b;830000.0;Rosarinho;2015;2961.24;151.32;0.00736;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-15;Bom;Apartamento;0.0;53627;-8.0341;-34.897511;2024;2024;4;2024;9;5485.064763415279;0;High;Large;1
rua engenheiro sampaio;59;apto 2301 edf gran parc premium-bloco b;850000.0;Rosarinho;2015;2961.24;151.19;0.00735;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-27;Bom;Apartamento;0.0;53627;-8.0341;-34.897511;2024;2024;5;2024;9;5622.064951385673;0;High;Large;1
av santos dumont;815;apto 401 edf pedra do sitio das roseiras;544462.01;Rosarinho;2008;1020.0;148.26;0.01999;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-08-15;Bom;Apartamento;287567.68;53996;-8.034253;-34.897062;2024;2024;8;2024;16;3672.345946310536;1;Medium-High;Large;1
av santos dumont;815;apto 902 edf pedra do sitio das roseiras;615000.0;Rosarinho;2008;1020.0;148.26;0.01999;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-16;Bom;Apartamento;0.0;53996;-8.034253;-34.897062;2024;2024;10;2024;16;4148.11817078106;0;High;Large;1
av santos dumont;815;apto 1901 edf pedra do sitio das roseiras;610000.0;Rosarinho;2008;1020.0;148.26;0.01999;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-09;Bom;Apartamento;80000.0;53996;-8.034253;-34.897062;2024;2024;9;2024;16;4114.3936328072305;1;High;Large;1
rua caio pereira;275;apto 1602 edf artemis;660000.0;Rosarinho;1999;1075.2;162.45;0.02173;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-12-17;Bom;Apartamento;462000.0;13269;-8.034534;-34.8972;2024;2024;12;2024;25;4062.7885503231764;1;High;Large;1
rua caio pereira;225;apto 503 edf maria luiza;880000.0;Rosarinho;2012;2179.25;171.43;0.0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-12-30;Bom;Apartamento;0.0;13269;-8.034439;-34.897576;2024;2024;12;2024;12;5133.290555912034;0;High;Large;1
rua caio pereira;225;apto 1203 edf maria luiza;870000.0;Rosarinho;2012;2179.25;171.43;0.0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-11;Bom;Apartamento;0.0;13269;-8.034439;-34.897576;2024;2024;9;2024;12;5074.957708685761;0;High;Large;1
rua caio pereira;225;apto 1203 edf maria luiza;870000.0;Rosarinho;2012;2179.25;171.43;0.0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-11;Bom;Apartamento;0.0;13269;-8.034439;-34.897576;2024;2024;9;2024;12;5074.957708685761;0;High;Large;1
rua caio pereira;225;apto 103 edf maria luiza;860000.0;Rosarinho;2012;2179.25;171.43;0.0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-23;Bom;Apartamento;0.0;13269;-8.034439;-34.897576;2024;2024;9;2024;12;5016.624861459488;0;High;Large;1
rua caio pereira;225;apto 903 edf maria luiza;850000.0;Rosarinho;2012;2179.25;171.43;0.0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-02-02;Bom;Apartamento;0.0;13269;-8.034439;-34.897576;2024;2024;2;2024;12;4958.292014233214;0;High;Large;1
rua caio pereira;225;apto 1401 edf maria luiza;820000.0;Rosarinho;2012;2179.25;172.78;0.01169;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-23;Bom;Apartamento;520000.0;13269;-8.034439;-34.897576;2024;2024;4;2024;12;4745.919666628082;1;High;Large;1
rua caio pereira;225;apto 2802 edf maria luiza;750000.0;Rosarinho;2012;2179.25;165.37;0.01119;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-16;Bom;Apartamento;0.0;13269;-8.034439;-34.897576;2024;2024;1;2024;12;4535.284513515147;0;High;Large;1
rua regueira costa;126;SEM COMPLEMENTO;1210481.0;Rosarinho;1941;460.0;228.36;1.0;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2024-04-22;Bom;Casa;0.0;57029;-8.034229;-34.898148;2024;2024;4;2024;83;5300.757575757575;0;High;Extra Large;1
av santos dumont;725;apto 1602 edf desb dirceu borges;1000000.0;Rosarinho;2008;1918.49;200.45;0.01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-04-26;Bom;Apartamento;0.0;53996;-8.034973;-34.897451;2024;2024;4;2024;16;4988.775255674732;0;High;Extra Large;1
av santos dumont;725;apto 1201 edf desb dirceu borges;1030000.0;Rosarinho;2008;1918.49;200.45;0.01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-10-17;Bom;Apartamento;379552.18;53996;-8.034973;-34.897451;2024;2024;10;2024;16;5138.438513344974;1;High;Extra Large;1
rua doutor jose maria;792;apto 903 edf parque da jaqueira home service;299192.1;Rosarinho;2011;1129.36;74.88;0.01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-08;Bom;Apartamento;216000.0;36196;-8.035164;-34.898152;2024;2024;5;2024;13;3995.6209935897436;1;Medium-Low;Medium;1
rua doutor jose maria;792;apto 1201 edf parque da jaqueira home service;302487.67;Rosarinho;2011;1129.36;74.33;0.01105;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-10;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2024;2024;1;2024;13;4069.5233418538946;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 1304 edf parque da jaqueira home service;306316.48;Rosarinho;2011;1129.36;74.88;0.01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-24;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2024;2024;7;2024;13;4090.764957264957;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 1304 edf parque da jaqueira home service;306316.48;Rosarinho;2011;1129.36;74.88;0.01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-09-19;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2024;2024;9;2024;13;4090.764957264957;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 1404 edf parque da jaqueira home service;308123.93;Rosarinho;2011;1129.36;74.88;0.01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-08-29;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2024;2024;8;2024;13;4114.902911324786;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 1404 edf parque da jaqueira home service;308123.93;Rosarinho;2011;1129.36;74.88;0.01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-04;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2024;2024;7;2024;13;4114.902911324786;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 1306 edf parque da jaqueira home service;304272.53;Rosarinho;2011;1129.36;74.33;0.01105;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-07-26;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2024;2024;7;2024;13;4093.5359881609047;0;Medium-Low;Medium;1
rua regueira costa;287;apto 1201 edf saint guilherme;700000.0;Rosarinho;2013;1166.23;165.25;0.02001;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-06-14;Bom;Apartamento;0.0;57029;-8.032697;-34.898533;2024;2024;6;2024;11;4236.006051437216;0;High;Large;1
rua regueira costa;287;apto 1902 edf saint guilherme;803220.0;Rosarinho;2013;1166.23;165.25;0.02001;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-01-23;Bom;Apartamento;0.0;57029;-8.032697;-34.898533;2024;2024;1;2024;11;4860.635400907716;0;High;Large;1
rua regueira costa;287;apto 2301 edf saint guilherme;940000.0;Rosarinho;2013;1166.23;165.25;0.02001;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2024-05-16;Bom;Apartamento;340000.0;57029;-8.032697;-34.898533;2024;2024;5;2024;11;5688.350983358548;1;High;Large;1
