logradouro;numero;complemento;valor_avaliacao;bairro;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;valores_financiados_sfh;cod_logradouro;latitude;longitude;ano;year;mes_transacao;ano_transacao;idade_imovel;valor_por_m2;tem_financiamento_sfh;categoria_valor;categoria_area;tem_coordenadas
4tr pereira barreto;80;apto 902 bloco c;207850.0;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;127529.32;81930;;;2025;2025;5;2025;2;2936.149173612092;1;Low;Medium;0
4tr pereira barreto;80;apto 10 bloco d;204657.08;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;137610.33;81930;;;2025;2025;5;2025;2;2859.537236272181;1;Low;Medium;0
4tr pereira barreto;80;apto 104 bloco d;208000.0;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;127685.17;81930;;;2025;2025;5;2025;2;2906.2456336453824;1;Low;Medium;0
4tr pereira barreto;80;apto 302 bloco d;207000.04;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;165600.0;81930;;;2025;2025;5;2025;2;2924.1423929933603;1;Low;Medium;0
4tr pereira barreto;80;apto 1111 bloco d;207000.0;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;151427.32;81930;;;2025;2025;5;2025;2;2924.1418279417994;1;Low;Medium;0
4tr pereira barreto;80;apto 201 bloco d;201390.24;Passarinho;2023;19289.03;71.38;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;129516.48;81930;;;2025;2025;5;2025;2;2821.3818996917903;1;Low;Medium;0
4tr pereira barreto;80;apto 806 bloco d;212797.59;Passarinho;2023;19289.03;71.26;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;151362.76;81930;;;2025;2025;5;2025;2;2986.213724389559;1;Low;Medium;0
4tr pereira barreto;80;apto 209 bloco d;208613.22;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;114309.08;81930;;;2025;2025;5;2025;2;2914.813748777421;1;Low;Medium;0
4tr pereira barreto;80;apto 305 bloco d;207000.0;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;101028.96;81930;;;2025;2025;5;2025;2;2924.1418279417994;1;Low;Medium;0
4tr pereira barreto;80;apto 308 bloco d;208345.25;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-04;Bom;Apartamento;116199.61;81930;;;2025;2025;6;2025;2;2943.1452182511653;1;Low;Medium;0
4tr pereira barreto;80;apto 402 bloco d;207000.0;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;121314.32;81930;;;2025;2025;5;2025;2;2924.1418279417994;1;Low;Medium;0
4tr pereira barreto;80;apto 405 bloco d;208080.38;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;109463.94;81930;;;2025;2025;5;2025;2;2939.4035880774118;1;Low;Medium;0
4tr pereira barreto;80;apto 406 bloco d;208000.0;Passarinho;2023;19289.03;71.26;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;99059.93;81930;;;2025;2025;5;2025;2;2918.8885770418183;1;Low;Medium;0
4tr pereira barreto;80;apto 408 bloco d;208080.3;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-29;Bom;Apartamento;164297.31;81930;;;2025;2025;5;2025;2;2939.4024579742895;1;Low;Medium;0
4tr pereira barreto;80;apto 412 bloco d;208000.0;Passarinho;2023;19289.03;71.46;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;119143.97;81930;;;2025;2025;5;2025;2;2910.7192835152537;1;Low;Medium;0
4tr pereira barreto;80;apto 606 bloco d;210726.5;Passarinho;2023;19289.03;71.26;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;109756.89;81930;;;2025;2025;5;2025;2;2957.1498737019365;1;Low;Medium;0
4tr pereira barreto;80;apto 701 bloco d;209143.51;Passarinho;2023;19289.03;71.38;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;112352.94;81930;;;2025;2025;5;2025;2;2930.0015410479127;1;Low;Medium;0
4tr pereira barreto;80;apto 702 bloco d;207406.04;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-27;Bom;Apartamento;119969.51;81930;;;2025;2025;5;2025;2;2929.877666337053;1;Low;Medium;0
4tr pereira barreto;80;apto 712 bloco d;212778.2;Passarinho;2023;19289.03;71.46;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;133829.99;81930;;;2025;2025;5;2025;2;2977.584662748391;1;Low;Medium;0
4tr pereira barreto;80;apto 804 bloco d;209166.8;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;151625.34;81930;;;2025;2025;5;2025;2;2922.5485538633507;1;Low;Medium;0
4tr pereira barreto;80;apto 906 bloco d;208000.0;Passarinho;2023;19289.03;71.26;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;129732.02;81930;;;2025;2025;5;2025;2;2918.8885770418183;1;Low;Medium;0
4tr pereira barreto;80;apto 907 bloco d;208000.0;Passarinho;2023;19289.03;71.46;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;121686.53;81930;;;2025;2025;5;2025;2;2910.7192835152537;1;Low;Medium;0
4tr pereira barreto;80;apto 1004 bloco d;208000.0;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;141714.41;81930;;;2025;2025;5;2025;2;2906.2456336453824;1;Low;Medium;0
4tr pereira barreto;80;apto 1008 bloco d;211580.06;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;106011.36;81930;;;2025;2025;5;2025;2;2988.841079248481;1;Low;Medium;0
4tr pereira barreto;80;apto 1101 bloco d;209208.58;Passarinho;2023;19289.03;71.38;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;119947.58;81930;;;2025;2025;5;2025;2;2930.9131409358365;1;Low;Medium;0
4tr pereira barreto;80;apto 1107 bloco d;209016.01;Passarinho;2023;19289.03;71.46;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;149849.09;81930;;;2025;2025;5;2025;2;2924.937167646236;1;Low;Medium;0
4tr pereira barreto;80;apto 1201 bloco d;208000.0;Passarinho;2023;19289.03;71.38;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;147992.77;81930;;;2025;2025;5;2025;2;2913.981507425049;1;Low;Medium;0
4tr pereira barreto;80;apto 1202 bloco d;207000.0;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;118485.16;81930;;;2025;2025;5;2025;2;2924.1418279417994;1;Low;Medium;0
4tr pereira barreto;80;apto 1209 bloco d;209920.0;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-29;Bom;Apartamento;155011.09;81930;;;2025;2025;5;2025;2;2933.0725164174937;1;Low;Medium;0
4tr pereira barreto;80;apto 1303 bloco d;208052.0;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;135845.86;81930;;;2025;2025;5;2025;2;2906.9721950537937;1;Low;Medium;0
4tr pereira barreto;80;apto 1307 bloco d;208000.0;Passarinho;2023;19289.03;71.46;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;128298.99;81930;;;2025;2025;5;2025;2;2910.7192835152537;1;Low;Medium;0
4tr pereira barreto;80;apto 1308 bloco d;208681.68;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;109106.54;81930;;;2025;2025;5;2025;2;2947.8977256674666;1;Low;Medium;0
4tr pereira barreto;80;apto 1310 bloco d;208181.89;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;146335.62;81930;;;2025;2025;5;2025;2;2908.7870616179966;1;Low;Medium;0
4tr pereira barreto;80;apto 1312 bloco d;209000.0;Passarinho;2023;19289.03;71.46;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;162420.0;81930;;;2025;2025;5;2025;2;2924.7131262244616;1;Low;Medium;0
4tr pereira barreto;80;apto 1401 bloco d;208000.0;Passarinho;2023;19289.03;71.38;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;131445.46;81930;;;2025;2025;5;2025;2;2913.981507425049;1;Low;Medium;0
4tr pereira barreto;80;apto 1404 bloco d;210013.11;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;101942.55;81930;;;2025;2025;5;2025;2;2934.3734805085933;1;Low;Medium;0
4tr pereira barreto;80;apto 708 bloco d;209153.39;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-11;Bom;Apartamento;159739.47;81930;;;2025;2025;3;2025;2;2954.5612374629186;1;Low;Medium;0
4tr pereira barreto;80;apto 1411 bloco d;211142.99;Passarinho;2023;19289.03;70.79;0.00138;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;149937.92;81930;;;2025;2025;5;2025;2;2982.6669021048165;1;Low;Medium;0
4tr pereira barreto;80;apto 604 bloco d;208000.0;Passarinho;2023;19289.03;71.57;0.0014;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-20;Bom;Apartamento;110120.38;81930;;;2025;2025;2;2025;2;2906.2456336453824;1;Low;Medium;0
4tr pereira barreto;80;apto 106 bloco d;210267.0;Passarinho;2023;19289.03;71.26;0.00139;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-04;Bom;Apartamento;138183.13;81930;;;2025;2025;6;2025;2;2950.7016559079425;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 02 bloco a;209405.18;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;135719.68;37680;;;2025;2025;5;2025;0;3401.091115803151;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 102 bloco a;223000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;177993.23;37680;;;2025;2025;5;2025;0;3621.893779438038;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 112 bloco a;221342.53;Dois Unidos;2025;7321.18;61.96;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;147727.93;37680;;;2025;2025;5;2025;0;3572.3455455132344;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 212 bloco a;213338.69;Dois Unidos;2025;7321.18;61.96;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;136969.58;37680;;;2025;2025;5;2025;0;3443.1680116204;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 512 bloco a;223000.0;Dois Unidos;2025;7321.18;61.96;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-14;Bom;Apartamento;165108.37;37680;;;2025;2025;5;2025;0;3599.0961910910264;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 513 bloco a;213133.31;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;127454.18;37680;;;2025;2025;5;2025;0;3461.642195874614;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 607 bloco a;218455.59;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;142971.59;37680;;;2025;2025;5;2025;0;3548.0849439662175;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 610 bloco a;217084.31;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;151109.97;37680;;;2025;2025;5;2025;0;3525.813058307617;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 707 bloco a;217544.69;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;158482.22;37680;;;2025;2025;5;2025;0;3533.290401169401;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 708 bloco a;223000.0;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;178399.92;37680;;;2025;2025;5;2025;0;3598.5154106825885;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 802 bloco a;213103.64;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;167200.0;37680;;;2025;2025;5;2025;0;3461.1603053435115;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 805 bloco a;219472.76;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;167200.0;37680;;;2025;2025;5;2025;0;3541.596901726642;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 806 bloco a;209000.02;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;167200.0;37680;;;2025;2025;5;2025;0;3394.510638297872;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 813 bloco a;218782.3;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;167200.0;37680;;;2025;2025;5;2025;0;3553.391261978236;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 1001 bloco a;223000.0;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;175711.64;37680;;;2025;2025;5;2025;0;3598.5154106825885;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 1010 bloco a;218104.97;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;134911.97;37680;;;2025;2025;5;2025;0;3542.3902874776677;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 306 bloco a;215117.85;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-15;Bom;Apartamento;167197.85;37680;;;2025;2025;4;2025;0;3493.8744518434305;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 309 bloco b;226224.76;Dois Unidos;2025;7321.18;61.96;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-27;Bom;Apartamento;178400.0;37680;;;2025;2025;5;2025;0;3651.1420271142674;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 602 bloco a;218081.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-16;Bom;Apartamento;167200.0;37680;;;2025;2025;4;2025;0;3542.0009745005686;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 207 bloco a;213425.98;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;150429.98;37680;;;2025;2025;5;2025;0;3466.3956472307946;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 311 bloco a;223000.0;Dois Unidos;2025;7321.18;61.96;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;174662.95;37680;;;2025;2025;5;2025;0;3599.0961910910264;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 312 bloco a;223000.0;Dois Unidos;2025;7321.18;61.96;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;136821.25;37680;;;2025;2025;5;2025;0;3599.0961910910264;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 906 bloco a;223000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;173313.81;37680;;;2025;2025;5;2025;0;3621.893779438038;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 1014 bloco a;222411.56;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-27;Bom;Apartamento;163074.36;37680;;;2025;2025;5;2025;0;3589.0198483137;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 1109 bloco a;223000.0;Dois Unidos;2025;7321.18;62.13;0.00259;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-27;Bom;Apartamento;178399.98;37680;;;2025;2025;5;2025;0;3589.2483502333816;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 1110 bloco a;223000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-21;Bom;Apartamento;143506.05;37680;;;2025;2025;5;2025;0;3621.893779438038;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 1310 bloco a;223000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;162470.76;37680;;;2025;2025;5;2025;0;3621.893779438038;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 508 bloco a;210251.33;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;122000.0;37680;;;2025;2025;5;2025;0;3392.792157495562;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 508 bloco a;210251.33;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-27;Bom;Apartamento;122000.0;37680;;;2025;2025;5;2025;0;3392.792157495562;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 03 bloco a;207087.95;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;126221.87;37680;;;2025;2025;5;2025;0;3363.455416598993;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 04 bloco a;215843.46;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-16;Bom;Apartamento;143275.97;37680;;;2025;2025;5;2025;0;3483.0314668387928;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 05 bloco a;206506.31;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;121120.31;37680;;;2025;2025;5;2025;0;3332.3593674358563;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 103 bloco a;209000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;129851.95;37680;;;2025;2025;5;2025;0;3394.5103134643496;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 104 bloco a;209000.0;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;141386.44;37680;;;2025;2025;5;2025;0;3372.599644989511;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 110 bloco a;223000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;153214.12;37680;;;2025;2025;5;2025;0;3621.893779438038;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 111 bloco a;212557.47;Dois Unidos;2025;7321.18;61.96;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;117805.47;37680;;;2025;2025;5;2025;0;3430.5595545513233;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 113 bloco a;223000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;143961.64;37680;;;2025;2025;5;2025;0;3621.893779438038;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 114 bloco a;223000.0;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;136391.83;37680;;;2025;2025;5;2025;0;3598.5154106825885;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 201 bloco a;223000.0;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;126908.68;37680;;;2025;2025;5;2025;0;3598.5154106825885;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 202 bloco a;217005.81;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;124653.75;37680;;;2025;2025;5;2025;0;3524.5380867305507;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 204 bloco a;216888.13;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-16;Bom;Apartamento;129796.13;37680;;;2025;2025;5;2025;0;3499.8891399064064;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 206 bloco a;217570.45;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;120159.4;37680;;;2025;2025;5;2025;0;3533.7087867467926;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 206 bloco a;217570.45;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;120159.4;37680;;;2025;2025;5;2025;0;3533.7087867467926;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 208 bloco a;223000.0;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;140461.03;37680;;;2025;2025;5;2025;0;3598.5154106825885;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 209 bloco a;223000.0;Dois Unidos;2025;7321.18;62.13;0.00259;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-03;Bom;Apartamento;139245.8;37680;;;2025;2025;6;2025;0;3589.2483502333816;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 210 bloco a;223000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-04;Bom;Apartamento;115564.03;37680;;;2025;2025;6;2025;0;3621.893779438038;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 211 bloco a;223000.0;Dois Unidos;2025;7321.18;61.96;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-27;Bom;Apartamento;137439.64;37680;;;2025;2025;5;2025;0;3599.0961910910264;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 213 bloco a;210985.79;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;112888.79;37680;;;2025;2025;5;2025;0;3426.7628715283417;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 214 bloco a;210111.99;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-04;Bom;Apartamento;112964.19;37680;;;2025;2025;6;2025;0;3390.5436501533;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 301 bloco a;209122.1;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;110423.38;37680;;;2025;2025;5;2025;0;3374.569953203163;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 302 bloco a;223000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;129882.02;37680;;;2025;2025;5;2025;0;3621.893779438038;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 303 bloco a;223000.0;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;124228.9;37680;;;2025;2025;5;2025;0;3621.893779438038;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 304 bloco a;223000.0;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;138791.2;37680;;;2025;2025;5;2025;0;3598.5154106825885;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 305 bloco a;223000.0;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;144549.76;37680;;;2025;2025;5;2025;0;3598.5154106825885;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 307 bloco a;214408.78;Dois Unidos;2025;7321.18;61.57;0.00257;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;104841.39;37680;;;2025;2025;5;2025;0;3482.357966542147;1;Low;Medium;0
av arlindo dos oito baixos;179;apto 308 bloco a;223000.0;Dois Unidos;2025;7321.18;61.97;0.00258;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-27;Bom;Apartamento;149791.99;37680;;;2025;2025;5;2025;0;3598.5154106825885;1;Low;Medium;0
