logradouro;numero;complemento;valor_avaliacao;bairro;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;valores_financiados_sfh;cod_logradouro;latitude;longitude;ano;year;mes_transacao;ano_transacao;idade_imovel;valor_por_m2;tem_financiamento_sfh;categoria_valor;categoria_area;tem_coordenadas
rua caio pereira;800;apto 201 edf sainte juliana;680000.0;Encruzilhada;2017;1295.39;145.68;0.01586;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-23;Bom;Apartamento;525600.0;13269;;;2023;2023;3;2023;6;4667.764964305326;1;High;Large;0
rua caio pereira;800;apto 1501 edf sainte juliana;710000.0;Encruzilhada;2017;1295.39;145.68;0.01586;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-10;Bom;Apartamento;0.0;13269;;;2023;2023;8;2023;6;4873.695771554091;0;High;Large;0
rua caio pereira;800;apto 203 edf sainte juliana;680000.0;Encruzilhada;2017;1295.39;145.49;0.01581;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-07;Bom;Apartamento;0.0;13269;;;2023;2023;11;2023;6;4673.860746443054;0;High;Large;0
av santos dumont;824;SEM COMPLEMENTO;1447749.72;Encruzilhada;1951;466.88;290.97;1.0;Médio;Casa;RESIDENCIAL;2023-12-01;Bom;Casa;0.0;53996;-8.034406;-34.896653;2023;2023;12;2023;72;4975.5978966903795;0;High;Extra Large;1
rua caio pereira;334;apto 902 edf essenza rosarinho;1120000.0;Encruzilhada;2011;1737.63;183.6;0.01923;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-23;Bom;Apartamento;200000.0;13269;-8.035095;-34.896937;2023;2023;11;2023;12;6100.217864923748;1;High;Large;1
rua belmiro correa;59;apto 2101 edf. jardim monet;1100000.0;Encruzilhada;2021;1509.37;187.9;0.01997;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-09;Bom;Apartamento;498714.06;10715;-8.035535;-34.896122;2023;2023;4;2023;2;5854.177754124534;1;High;Large;1
rua doutor jose maria;578;apto 1401 edf praia de ceres;625169.97;Encruzilhada;2002;861.0;184.77;0.03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-21;Bom;Apartamento;318400.0;36196;-8.035868;-34.89625;2023;2023;3;2023;21;3383.5036531904525;1;High;Large;1
rua doutor jose maria;600;apto 201 edf maria rosa;615000.0;Encruzilhada;2010;2431.0;139.58;0.00912;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-27;Bom;Apartamento;100000.0;36196;-8.035672;-34.896615;2023;2023;10;2023;13;4406.075368964034;1;High;Large;1
rua doutor jose maria;600;apto 404 edf maria rosa;660000.0;Encruzilhada;2010;2431.0;139.58;0.00912;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-08;Bom;Apartamento;390000.0;36196;-8.035672;-34.896615;2023;2023;6;2023;13;4728.47112766872;1;High;Large;1
rua doutor jose maria;600;apto 1304 edf maria rosa;610000.0;Encruzilhada;2010;2431.0;139.57;0.00912;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-19;Bom;Apartamento;0.0;36196;-8.035672;-34.896615;2023;2023;9;2023;13;4370.56674070359;0;High;Large;1
rua doutor jose maria;600;apto 2103 edf maria rosa;530000.0;Encruzilhada;2010;2431.0;111.89;0.00754;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-06;Bom;Apartamento;368000.0;36196;-8.035672;-34.896615;2023;2023;1;2023;13;4736.795066583251;1;Medium-High;Large;1
rua doutor jose maria;658;apto 802 edf casa rosada;1500000.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-02;Bom;Apartamento;0.0;36196;-8.035419;-34.897024;2023;2023;8;2023;13;6129.203612143996;0;High;Extra Large;1
rua doutor jose maria;658;apto 2902 edf casa rosada;1500000.0;Encruzilhada;2010;3090.5;244.73;0.01401;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-13;Bom;Apartamento;0.0;36196;-8.035419;-34.897024;2023;2023;6;2023;13;6129.203612143996;0;High;Extra Large;1
rua doutor jose maria;512;apto 104 privilege rosarinho;600000.0;Encruzilhada;2016;1619.23;122.37;0.01403;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-11;Bom;Apartamento;379457.33;36196;-8.035969;-34.895826;2023;2023;7;2023;7;4903.162539838196;1;High;Large;1
rua doutor jose maria;512;apto 1205 privilege rosarinho;470000.0;Encruzilhada;2016;1619.23;100.79;0.01156;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-01;Bom;Apartamento;265000.0;36196;-8.035969;-34.895826;2023;2023;6;2023;7;4663.16102787975;1;Medium-High;Large;1
rua doutor jose maria;512;apto 1403 privilege rosarinho;460000.0;Encruzilhada;2016;1619.23;98.45;0.01129;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-30;Bom;Apartamento;0.0;36196;-8.035969;-34.895826;2023;2023;5;2023;7;4672.4225495175215;0;Medium-High;Medium;1
rua doutor jose maria;512;apto 1403 privilege rosarinho;460000.0;Encruzilhada;2016;1619.23;98.45;0.01129;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-30;Bom;Apartamento;0.0;36196;-8.035969;-34.895826;2023;2023;5;2023;7;4672.4225495175215;0;Medium-High;Medium;1
rua doutor jose maria;512;apto 1403 privilege rosarinho;460000.0;Encruzilhada;2016;1619.23;98.45;0.01129;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-30;Bom;Apartamento;0.0;36196;-8.035969;-34.895826;2023;2023;5;2023;7;4672.4225495175215;0;Medium-High;Medium;1
rua andre reboucas;106;apto 303 edf bellagio residence;219736.34;Rosarinho;2015;610.36;59.74;0.02165;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-21;Bom;Apartamento;0.0;4928;-8.032817;-34.897594;2023;2023;3;2023;8;3678.2112487445597;0;Low;Medium;1
av santos dumont;881;apto 0204 edf ilha de cedros;275868.11;Rosarinho;1984;1231.05;99.45;0.02799;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-14;Bom;Apartamento;0.0;53996;-8.033767;-34.896839;2023;2023;3;2023;39;2773.937757667169;0;Medium-Low;Medium;1
rua engenheiro sampaio;68;apto 602 splendid rosarinho;425000.0;Rosarinho;2014;2202.75;99.82;0.01211;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-08;Bom;Apartamento;0.0;53627;-8.033695;-34.897214;2023;2023;5;2023;9;4257.663794830695;0;Medium-High;Medium;1
rua eng sampaio;110;apto 1801 edf villa aguinaldo jurema;791683.14;Rosarinho;2016;1084.52;180.0;0.025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-09;Bom;Apartamento;0.0;53627;;;2023;2023;10;2023;7;4398.239666666666;0;High;Large;0
rua eng sampaio;110;apto 1802 edf villa aguinaldo jurema;791683.14;Rosarinho;2016;1084.52;180.0;0.025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-09;Bom;Apartamento;0.0;53627;;;2023;2023;10;2023;7;4398.239666666666;0;High;Large;0
rua eng sampaio;110;apto 102 edf villa aguinaldo jurema;728323.36;Rosarinho;2016;1084.52;180.0;0.025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-23;Bom;Apartamento;0.0;53627;;;2023;2023;8;2023;7;4046.240888888889;0;High;Large;0
rua eng sampaio;110;apto 202 edf villa aguinaldo jurema;636439.92;Rosarinho;2016;1084.52;180.0;0.025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-02;Bom;Apartamento;0.0;53627;;;2023;2023;6;2023;7;3535.7773333333334;0;High;Large;0
rua eng sampaio;110;apto 1501 edf villa aguinaldo jurema;840000.0;Rosarinho;2016;1084.52;180.0;0.025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-31;Bom;Apartamento;0.0;53627;;;2023;2023;8;2023;7;4666.666666666667;0;High;Large;0
rua engenheiro sampaio;110;apto 501 edf villa aguinaldo jurema;720000.0;Rosarinho;2016;1084.52;180.0;0.025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-15;Bom;Apartamento;0.0;53627;;;2023;2023;2;2023;7;4000.0;0;High;Large;0
rua engenheiro sampaio;218;apto 1702 edf quinta das baronesas;690223.39;Rosarinho;2014;1361.43;177.47;0.0186;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-01;Bom;Apartamento;0.0;53627;-8.033582;-34.898096;2023;2023;9;2023;9;3889.2398151800307;0;High;Large;1
rua andre reboucas;45;apto 301 edf david becker;360000.0;Rosarinho;2013;2610.0;207.27;0.01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-26;Bom;Apartamento;0.0;4928;-8.033397;-34.896962;2023;2023;5;2023;10;1736.8649587494572;0;Medium-Low;Extra Large;1
rua andre reboucas;45;apto 702 edf david becker;360000.0;Rosarinho;2013;2610.0;207.27;0.01315;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-28;Bom;Apartamento;0.0;4928;-8.033397;-34.896962;2023;2023;12;2023;10;1736.8649587494572;0;Medium-Low;Extra Large;1
rua andre reboucas;45;apto 1401 edf david becker;1100000.0;Rosarinho;2013;2610.0;207.27;0.01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-28;Bom;Apartamento;0.0;4928;-8.033397;-34.896962;2023;2023;12;2023;10;5307.087373956675;0;High;Extra Large;1
rua andre reboucas;45;apto 1502 edf david becker;1100000.0;Rosarinho;2013;2610.0;207.27;0.01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-20;Bom;Apartamento;800000.0;4928;-8.033397;-34.896962;2023;2023;6;2023;10;5307.087373956675;1;High;Extra Large;1
rua engenheiro sampaio;59;apto 501 edf gran parc premium-bloco a;1140000.0;Rosarinho;2015;2961.24;184.61;0.00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-06;Bom;Apartamento;0.0;53627;-8.0341;-34.897511;2023;2023;12;2023;8;6175.180109419857;0;High;Large;1
rua engenheiro sampaio;59;apto 702 edf gran parc premium-bloco a;1050000.0;Rosarinho;2015;2961.24;184.61;0.00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-19;Bom;Apartamento;472958.3;53627;-8.0341;-34.897511;2023;2023;4;2023;8;5687.665890255132;1;High;Large;1
rua engenheiro sampaio;59;apto 1901 edf gran parc premium-bloco a;843982.14;Rosarinho;2015;2961.24;184.61;0.00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-08;Bom;Apartamento;0.0;53627;-8.0341;-34.897511;2023;2023;12;2023;8;4571.703266345268;0;High;Large;1
rua engenheiro sampaio;59;apto 2202 edf gran parc premium-bloco b;760000.0;Rosarinho;2015;2961.24;151.32;0.00736;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-05;Bom;Apartamento;0.0;53627;-8.0341;-34.897511;2023;2023;10;2023;8;5022.468939994714;0;High;Large;1
rua engenheiro sampaio;59;apto 2601 edf gran parc premium-bloco b;840000.0;Rosarinho;2015;2961.24;151.19;0.00735;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-11;Bom;Apartamento;0.0;53627;-8.0341;-34.897511;2023;2023;4;2023;8;5555.923010781136;0;High;Large;1
av santos dumont;815;apto 401 edf pedra do sitio das roseiras;515729.41;Rosarinho;2008;1020.0;148.26;0.01999;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-25;Bom;Apartamento;0.0;53996;-8.034253;-34.897062;2023;2023;10;2023;15;3478.5472143531633;0;Medium-High;Large;1
av santos dumont;815;apto 501 edf pedra do sitio das roseiras;550000.0;Rosarinho;2008;1020.0;148.26;0.01999;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-09;Bom;Apartamento;330000.0;53996;-8.034253;-34.897062;2023;2023;8;2023;15;3709.699177121274;1;Medium-High;Large;1
av santos dumont;815;apto 1101 edf pedra do sitio das roseiras;615000.0;Rosarinho;2008;1020.0;148.26;0.01999;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-25;Bom;Apartamento;207409.0;53996;-8.034253;-34.897062;2023;2023;4;2023;15;4148.11817078106;1;High;Large;1
rua caio pereira;225;apto 403 edf maria luiza;716250.0;Rosarinho;2012;2179.25;171.43;0.0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-02;Bom;Apartamento;0.0;13269;-8.034439;-34.897576;2023;2023;2;2023;11;4178.090182581812;0;High;Large;1
rua caio pereira;225;apto 2301 edf maria luiza;942500.0;Rosarinho;2012;2179.25;172.78;0.01169;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-28;Bom;Apartamento;744000.0;13269;-8.034439;-34.897576;2023;2023;4;2023;11;5454.913763167033;1;High;Large;1
rua caio pereira;225;apto 2802 edf maria luiza;750000.0;Rosarinho;2012;2179.25;165.37;0.01119;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-17;Bom;Apartamento;0.0;13269;-8.034439;-34.897576;2023;2023;11;2023;11;4535.284513515147;0;High;Large;1
rua caio pereira;225;apto 2803 edf maria luiza;860000.0;Rosarinho;2012;2179.25;171.43;0.0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-07;Bom;Apartamento;0.0;13269;-8.034439;-34.897576;2023;2023;12;2023;11;5016.624861459488;0;High;Large;1
rua caio pereira;175;apto 102 edf maria esther;850000.0;Rosarinho;2009;1050.63;189.82;0.03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-13;Bom;Apartamento;0.0;13269;-8.034401;-34.898153;2023;2023;6;2023;14;4477.926456643136;0;High;Large;1
rua caio pereira;175;apto 1002 edf maria esther;1046000.0;Rosarinho;2009;1050.63;189.82;0.03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-27;Bom;Apartamento;227200.0;13269;-8.034401;-34.898153;2023;2023;11;2023;14;5510.483616057318;1;High;Large;1
av santos dumont;725;apto 1202 edf desb dirceu borges;1100000.0;Rosarinho;2008;1918.49;200.45;0.01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-26;Bom;Apartamento;819715.48;53996;-8.034973;-34.897451;2023;2023;4;2023;15;5487.6527812422055;1;High;Extra Large;1
rua doutor jose maria;768;SEM COMPLEMENTO;1275000.0;Rosarinho;1939;521.37;208.81;1.0;Simples;Casa;COMERCIAL COM LIXO ORGANICO;2023-08-02;Bom;Casa;0.0;36196;-8.035226;-34.897995;2023;2023;8;2023;84;6106.029404721996;0;High;Extra Large;1
rua doutor jose maria;792;apto 501 edf parque da jaqueira home service;273000.0;Rosarinho;2011;1129.36;74.33;0.01105;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-08;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2023;2023;8;2023;12;3672.810439930042;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 606 edf parque da jaqueira home service;270348.92;Rosarinho;2011;1129.36;74.33;0.01105;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-08;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2023;2023;9;2023;12;3637.1440871787972;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 606 edf parque da jaqueira home service;270348.92;Rosarinho;2011;1129.36;74.33;0.01105;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-20;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2023;2023;9;2023;12;3637.1440871787972;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 904 edf parque da jaqueira home service;276226.05;Rosarinho;2011;1129.36;74.88;0.01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-12;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2023;2023;7;2023;12;3688.916266025641;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 1204 edf parque da jaqueira home service;280322.31;Rosarinho;2011;1129.36;74.88;0.01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-17;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2023;2023;10;2023;12;3743.6205929487182;0;Medium-Low;Medium;1
rua doutor jose maria;792;apto 1204 edf parque da jaqueira home service;280322.31;Rosarinho;2011;1129.36;74.88;0.01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-19;Bom;Apartamento;0.0;36196;-8.035164;-34.898152;2023;2023;9;2023;12;3743.6205929487182;0;Medium-Low;Medium;1
rua regueira costa;287;apto 1401 edf saint guilherme;630000.0;Rosarinho;2013;1166.23;165.25;0.02001;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-15;Bom;Apartamento;430000.0;57029;-8.032697;-34.898533;2023;2023;8;2023;10;3812.4054462934946;1;High;Large;1
rua regueira costa;287;apto 1601 edf saint guilherme;770000.0;Rosarinho;2013;1166.23;165.25;0.02001;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-10;Bom;Apartamento;0.0;57029;-8.032697;-34.898533;2023;2023;2;2023;10;4659.606656580938;0;High;Large;1
rua regueira costa;287;apto 1601 edf saint guilherme;770000.0;Rosarinho;2013;1166.23;165.25;0.02001;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-08;Bom;Apartamento;0.0;57029;-8.032697;-34.898533;2023;2023;2;2023;10;4659.606656580938;0;High;Large;1
rua regueira costa;265;apto 1003 edf. quinta das orquídeas;270000.0;Rosarinho;2021;1639.99;73.75;0.00993;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-03;Bom;Apartamento;0.0;57029;-8.032985;-34.898666;2023;2023;3;2023;2;3661.0169491525426;0;Medium-Low;Medium;1
rua regueira costa;265;apto 603 edf. quinta das orquídeas;360000.0;Rosarinho;2021;1639.99;73.75;0.00993;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-17;Bom;Apartamento;0.0;57029;-8.032985;-34.898666;2023;2023;5;2023;2;4881.35593220339;0;Medium-Low;Medium;1
rua regueira costa;265;apto 401 edf. quinta das orquídeas;365000.0;Rosarinho;2021;1639.99;74.7;0.01006;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-13;Bom;Apartamento;0.0;57029;-8.032985;-34.898666;2023;2023;2;2023;2;4886.211512717537;0;Medium-Low;Medium;1
rua regueira costa;265;apto 504 edf. quinta das orquídeas;258388.37;Rosarinho;2021;1639.99;74.7;0.01006;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-18;Bom;Apartamento;0.0;57029;-8.032985;-34.898666;2023;2023;12;2023;2;3459.0143239625168;0;Medium-Low;Medium;1
rua regueira costa;265;apto 702 edf. quinta das orquídeas;300000.0;Rosarinho;2021;1639.99;73.75;0.00993;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-24;Bom;Apartamento;200000.0;57029;-8.032985;-34.898666;2023;2023;7;2023;2;4067.7966101694915;1;Medium-Low;Medium;1
rua regueira costa;265;apto 903 edf. quinta das orquídeas;270000.0;Rosarinho;2021;1639.99;73.75;0.00993;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-22;Bom;Apartamento;0.0;57029;-8.032985;-34.898666;2023;2023;10;2023;2;3661.0169491525426;0;Medium-Low;Medium;1
rua regueira costa;265;apto 1103 edf. quinta das orquídeas;262992.1;Rosarinho;2021;1639.99;73.75;0.00993;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-05;Bom;Apartamento;0.0;57029;-8.032985;-34.898666;2023;2023;5;2023;2;3565.994576271186;0;Medium-Low;Medium;1
rua regueira costa;265;apto 1103 edf. quinta das orquídeas;260000.0;Rosarinho;2021;1639.99;73.75;0.00993;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-27;Bom;Apartamento;0.0;57029;-8.032985;-34.898666;2023;2023;2;2023;2;3525.423728813559;0;Medium-Low;Medium;1
rua engenheiro sampaio;255;apto 1303 edf débora;368207.18;Rosarinho;2003;1022.4;114.65;0.01854;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-14;Bom;Apartamento;0.0;53627;-8.033781;-34.899086;2023;2023;6;2023;20;3211.5759267335366;0;Medium-High;Large;1
rua engenheiro sampaio;255;apto 1503 edf débora;400000.0;Rosarinho;2003;1022.4;114.65;0.01854;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-11;Bom;Apartamento;271696.5;53627;-8.033781;-34.899086;2023;2023;8;2023;20;3488.879197557784;1;Medium-High;Large;1
rua engenheiro sampaio;255;apto 1701 edf débora;450000.0;Rosarinho;2003;1022.4;114.65;0.01854;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-20;Bom;Apartamento;340000.0;53627;-8.033781;-34.899086;2023;2023;7;2023;20;3924.9890972525072;1;Medium-High;Large;1
rua caio pereira;75;apto 1101 edf abelardo carneiro leão;770000.0;Rosarinho;2017;1030.98;196.94;0.0341;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-27;Bom;Apartamento;320000.0;13269;;;2023;2023;2;2023;6;3909.820249822281;1;High;Large;0
rua caio pereira;75;apto 1302 edf abelardo carneiro leão;900000.0;Rosarinho;2017;1030.98;192.47;0.03359;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-05;Bom;Apartamento;300000.0;13269;;;2023;2023;10;2023;6;4676.053410921182;1;High;Large;0
rua caio pereira;75;apto 401 edf abelardo carneiro leão;760000.0;Rosarinho;2017;1030.98;192.47;0.03359;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-05;Bom;Apartamento;0.0;13269;;;2023;2023;10;2023;6;3948.6673247778876;0;High;Large;0
rua general abreu e lima;144;apto 1901 edf mirante;1620000.0;Rosarinho;2012;2210.0;237.22;0.01562;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-15;Bom;Apartamento;880000.0;388;-8.034044;-34.89935;2023;2023;8;2023;11;6829.1037855155555;1;High;Extra Large;1
rua general abreu e lima;144;apto 2702 edf mirante;1550000.0;Rosarinho;2012;2210.0;237.22;0.01562;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-13;Bom;Apartamento;0.0;388;-8.034044;-34.89935;2023;2023;6;2023;11;6534.019054042661;0;High;Extra Large;1
av norte miguel arraes de alencar;3533;apto 0204 bloco p3;345000.0;Tamarineira;1984;16216.63;106.13;0.00583;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-21;Bom;Apartamento;0.0;46540;-8.031186;-34.899559;2023;2023;11;2023;39;3250.730236502403;0;Medium-Low;Large;1
av norte miguel arraes de alencar;3533;apto 0601 bloco p3;398874.02;Tamarineira;1984;16216.63;106.13;0.00583;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-03;Bom;Apartamento;0.0;46540;-8.031186;-34.899559;2023;2023;8;2023;39;3758.3531517949687;0;Medium-High;Large;1
av norte miguel arraes de alencar;3533;apto 0305 bloco p2;300000.0;Tamarineira;1984;16216.63;106.13;0.00583;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-20;Bom;Apartamento;0.0;46540;-8.031186;-34.899559;2023;2023;7;2023;39;2826.7219447846983;0;Medium-Low;Large;1
av norte miguel arraes de alencar;3533;apto 0307 bloco p1;270000.0;Tamarineira;1984;16216.63;83.71;0.00459;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-20;Bom;Apartamento;0.0;46540;-8.031186;-34.899559;2023;2023;12;2023;39;3225.4210966431733;0;Medium-Low;Medium;1
rua general abreu e lima;309;SEM COMPLEMENTO;600000.0;Tamarineira;1940;515.76;92.31;1.0;Simples;Casa;RESIDENCIAL;2023-04-14;Bom;Casa;0.0;388;-8.032502;-34.899017;2023;2023;4;2023;83;6499.837504062399;0;High;Medium;1
