logradouro;numero;complemento;valor_avaliacao;bairro;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;valores_financiados_sfh;cod_logradouro;latitude;longitude;ano;year;mes_transacao;ano_transacao;idade_imovel;valor_por_m2;tem_financiamento_sfh;categoria_valor;categoria_area;tem_coordenadas
rua nunes machado;47;apto 1501 edf vita classic home service;249875.91;Soledade;2020;2844.66;58.33;0.00487;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-29;Bom;Apartamento;0.0;47023;;;2023;2023;5;2023;3;4283.831818961084;0;Low;Medium;0
rua nunes machado;47;apto 1502 edf vita classic home service;324583.6;Soledade;2020;2844.66;76.56;0.0064;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-29;Bom;Apartamento;0.0;47023;;;2023;2023;5;2023;3;4239.597701149425;0;Medium-Low;Medium;0
rua nunes machado;47;apto 1601 edf vita classic home service;251329.85;Soledade;2020;2844.66;58.33;0.00487;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-29;Bom;Apartamento;0.0;47023;;;2023;2023;5;2023;3;4308.757929024516;0;Medium-Low;Medium;0
rua nunes machado;47;apto 808 edf vita classic home service;240150.98;Soledade;2020;2844.66;58.33;0.00487;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-20;Bom;Apartamento;0.0;47023;;;2023;2023;10;2023;3;4117.109206240357;0;Low;Medium;0
rua nunes machado;47;apto 2004 edf vita classic home service;340000.0;Soledade;2020;2844.66;57.24;0.00478;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-15;Bom;Apartamento;272000.0;47023;;;2023;2023;8;2023;3;5939.902166317261;1;Medium-Low;Medium;0
rua nunes machado;47;apto 2101 edf vita classic home service;270000.0;Soledade;2020;2844.66;58.33;0.00487;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-22;Bom;Apartamento;0.0;47023;;;2023;2023;6;2023;3;4628.835933481913;0;Medium-Low;Medium;0
rua nunes machado;47;apto 2101 edf vita classic home service;271715.2;Soledade;2020;2844.66;58.33;0.00487;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-02;Bom;Apartamento;0.0;47023;;;2023;2023;6;2023;3;4658.2410423452775;0;Medium-Low;Medium;0
rua nunes machado;47;apto 2304 edf vita classic home service;258261.71;Soledade;2020;2844.66;57.24;0.00478;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-18;Bom;Apartamento;138000.0;47023;;;2023;2023;12;2023;3;4511.909678546471;1;Medium-Low;Medium;0
rua nunes machado;47;apto 2306 edf vita classic home service;278400.0;Soledade;2020;2844.66;57.23;0.00478;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-28;Bom;Apartamento;0.0;47023;;;2023;2023;12;2023;3;4864.581513192382;0;Medium-Low;Medium;0
rua nunes machado;47;apto 2203 edf vita classic home service;271600.0;Soledade;2020;2844.66;57.23;0.00478;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-15;Bom;Apartamento;0.0;47023;;;2023;2023;3;2023;3;4745.762711864407;0;Medium-Low;Medium;0
rua nunes machado;47;apto 2203 edf vita classic home service;268000.0;Soledade;2020;2844.66;57.23;0.00478;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-27;Bom;Apartamento;0.0;47023;;;2023;2023;3;2023;3;4682.858640573127;0;Medium-Low;Medium;0
rua joao fernandes vieira;288;apto 3a edf santa mônica;230000.0;Soledade;1966;1824.38;103.47;0.03131;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-29;Regular;Apartamento;0.0;33758;;;2023;2023;6;2023;57;2222.8665313617475;0;Low;Large;0
rua joao fernandes vieira;587;loja 0006 edf studio parque amorim;362982.51;Boa Vista;2002;2232.11;75.12;0.00754;Médio;Loja > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-04-25;Bom;Loja;0.0;33758;-8.052265;-34.893509;2023;2023;4;2023;21;4832.03554313099;0;Medium-Low;Medium;1
rua joao fernandes vieira;587;loja 0007 edf studio parque amorim;362982.51;Boa Vista;2002;2232.11;75.12;0.00754;Médio;Loja > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-04-25;Bom;Loja;0.0;33758;-8.052265;-34.893509;2023;2023;4;2023;21;4832.03554313099;0;Medium-Low;Medium;1
rua joao fernandes vieira;587;apto 0904 edf studio parque amorim;223790.86;Boa Vista;2002;2232.11;60.42;0.00606;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-24;Bom;Apartamento;0.0;33758;-8.052265;-34.893509;2023;2023;7;2023;21;3703.9202250910294;0;Low;Medium;1
rua joao fernandes vieira;587;apto 1104 edf studio parque amorim;226883.96;Boa Vista;2002;2232.11;60.42;0.00606;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-01;Bom;Apartamento;0.0;33758;-8.052265;-34.893509;2023;2023;8;2023;21;3755.1135385633893;0;Low;Medium;1
rua joao fernandes vieira;587;apto 1109 edf studio parque amorim;234000.0;Boa Vista;2002;2232.11;85.02;0.00853;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-20;Bom;Apartamento;148391.83;33758;-8.052265;-34.893509;2023;2023;12;2023;21;2752.2935779816517;1;Low;Medium;1
rua joao fernandes vieira;367;apto 0502 bloco a - edf vidal de negreiros;290000.0;Boa Vista;1939;2778.77;113.34;0.01051;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-11;Regular;Apartamento;228000.0;33758;-8.053444;-34.892391;2023;2023;9;2023;84;2558.6730192341624;1;Medium-Low;Large;1
rua joao fernandes vieira;367;apto 0601 bloco a - edf vidal de negreiros;290000.0;Boa Vista;1939;2778.77;113.34;0.01051;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-16;Regular;Apartamento;0.0;33758;-8.053444;-34.892391;2023;2023;10;2023;84;2558.6730192341624;0;Medium-Low;Large;1
rua joao fernandes vieira;367;apto 0105 bloco c;290000.0;Boa Vista;1975;2778.77;113.34;0.01051;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-22;Regular;Apartamento;232000.0;33758;-8.053444;-34.892391;2023;2023;12;2023;48;2558.6730192341624;1;Medium-Low;Large;1
rua joao fernandes vieira;367;apto 0203 bloco c;210887.19;Boa Vista;1975;2778.77;88.49;0.00821;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-18;Regular;Apartamento;0.0;33758;-8.053444;-34.892391;2023;2023;8;2023;48;2383.1753870493844;0;Low;Medium;1
av conde da boa vista;1546;apto 0204 edf são bento;328494.87;Boa Vista;1987;1768.25;139.6;0.01707;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-24;Bom;Apartamento;0.0;11738;-8.055566;-34.894296;2023;2023;5;2023;36;2353.1151146131806;0;Medium-Low;Large;1
av conde da boa vista;1546;apto 1003 edf são bento;341613.55;Boa Vista;1987;1768.25;139.98;0.01711;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-28;Bom;Apartamento;0.0;11738;-8.055566;-34.894296;2023;2023;12;2023;36;2440.4454207743966;0;Medium-Low;Large;1
av conde da boa vista;1546;apto 1005 edf são bento;340572.63;Boa Vista;1987;1768.25;139.45;0.01705;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-20;Bom;Apartamento;0.0;11738;-8.055566;-34.894296;2023;2023;12;2023;36;2442.2562208676945;0;Medium-Low;Large;1
av conde da boa vista;1546;apto 1101 edf são bento;303000.0;Boa Vista;1987;1768.25;146.21;0.01787;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-29;Bom;Apartamento;144773.43;11738;-8.055566;-34.894296;2023;2023;6;2023;36;2072.361671568292;1;Medium-Low;Large;1
rua clovis da silveira barros;84;apto 0802 edf dianthus;420000.0;Boa Vista;1982;1307.2;216.0;0.0357;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-11;Bom;Apartamento;0.0;16942;-8.052847;-34.894239;2023;2023;7;2023;41;1944.4444444444443;0;Medium-High;Extra Large;1
rua clovis da silveira barros;84;apto 0802 edf dianthus;420000.0;Boa Vista;1982;1307.2;216.0;0.0357;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-12;Bom;Apartamento;0.0;16942;-8.052847;-34.894239;2023;2023;7;2023;41;1944.4444444444443;0;Medium-High;Extra Large;1
rua clovis da silveira barros;84;apto 0501 edf dianthus;484076.92;Boa Vista;1980;1307.2;216.0;0.0357;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-21;Bom;Apartamento;0.0;16942;-8.052847;-34.894239;2023;2023;11;2023;43;2241.0968518518516;0;Medium-High;Extra Large;1
rua joao fernandes vieira;321;apto 0302 bloco b;250000.0;Boa Vista;1980;878.68;117.61;0.04166;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-01;Bom;Apartamento;0.0;33758;-8.053873;-34.892113;2023;2023;12;2023;43;2125.6695859195647;0;Medium-Low;Large;1
rua joao fernandes vieira;303;SEM COMPLEMENTO;1471658.63;Boa Vista;1941;534.09;550.75;1.0;Simples;Edificação Especial;COMERCIAL COM LIXO ORGANICO;2023-04-24;Bom;Edificação Especial;0.0;33758;-8.053995;-34.892011;2023;2023;4;2023;82;2672.099192010894;0;High;Extra Large;1
av conde da boa vista;1482;apto 0102 edf santa terezinha;113750.0;Boa Vista;1959;2152.5;69.0;0.02233;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2023-05-29;Bom;Apartamento;0.0;11738;-8.055714;-34.893659;2023;2023;5;2023;64;1648.5507246376812;0;Low;Medium;1
rua dom carlos coelho;45;apto 1 edf carmen;351000.0;Boa Vista;1966;549.0;137.0;0.14621;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2023-06-12;Bom;Apartamento;230000.0;14940;-8.054557;-34.893535;2023;2023;6;2023;57;2562.043795620438;1;Medium-Low;Large;1
rua padre inglês;266;SEM COMPLEMENTO;4000000.0;Boa Vista;1939;1817.5;1484.44;1.0;Simples;Edificação Especial;COMERCIAL SEM LIXO ORGANICO;2023-03-29;Bom;Edificação Especial;0.0;30341;-8.054171;-34.893681;2023;2023;3;2023;84;2694.61884616421;0;High;Extra Large;1
rua osvaldo cruz;354;apto 0201 edf solar do mattapagype;484000.0;Soledade;1975;880.0;215.46;0.04645;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-18;Bom;Apartamento;324000.0;47970;-8.056009;-34.892023;2023;2023;12;2023;48;2246.3566323215446;1;Medium-High;Extra Large;1
rua do progresso;246;apto 502 edf. res maria ortélia;428419.59;Soledade;2022;1011.93;130.04;0.01968;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-11;Bom;Apartamento;0.0;52701;;;2023;2023;12;2023;1;3294.521608735774;0;Medium-High;Large;0
rua do progresso;246;apto 1403 edf. res maria ortélia;340000.0;Soledade;2022;1011.93;91.96;0.01364;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-27;Bom;Apartamento;222882.44;52701;;;2023;2023;6;2023;1;3697.259678120922;1;Medium-Low;Medium;0
rua do progresso;246;apto 1203 edf. res maria ortélia;308575.12;Soledade;2022;1011.93;91.96;0.01364;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-10;Bom;Apartamento;0.0;52701;;;2023;2023;2;2023;1;3355.536320139191;0;Medium-Low;Medium;0
rua do progresso;246;apto 404 edf. res maria ortélia;296202.75;Soledade;2022;1011.93;91.96;0.01364;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-19;Bom;Apartamento;0.0;52701;;;2023;2023;3;2023;1;3220.9955415398003;0;Medium-Low;Medium;0
rua das ninfas;294;apto 205 akaroa home;225000.0;Soledade;2019;929.95;56.12;0.0118;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-03;Bom;Apartamento;100000.0;46337;;;2023;2023;4;2023;4;4009.265858873842;1;Low;Medium;0
av conde da boa vista;1317;apto 0203 edf itapoa;210000.0;Soledade;1962;1140.0;90.0;0.026;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-09;Bom;Apartamento;0.0;11738;-8.057006;-34.892546;2023;2023;2;2023;61;2333.3333333333335;0;Low;Medium;1
av conde da boa vista;1295;apto 0506 edf evazco;100000.0;Soledade;1972;1290.0;37.94;0.00726;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-12;Bom;Apartamento;0.0;11738;-8.05715;-34.892388;2023;2023;5;2023;51;2635.740643120717;0;Low;Small;1
av conde da boa vista;1295;apto 0703 edf evazco;120000.0;Soledade;1972;1290.0;40.52;0.00775;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-07;Bom;Apartamento;0.0;11738;-8.05715;-34.892388;2023;2023;3;2023;51;2961.5004935834154;0;Low;Small;1
av conde da boa vista;1295;apto 0711 edf evazco;139000.0;Soledade;1972;1290.0;41.69;0.00797;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-20;Bom;Apartamento;0.0;11738;-8.05715;-34.892388;2023;2023;12;2023;51;3334.132885584073;0;Low;Small;1
av conde da boa vista;1295;apto 0905 edf evazco;143000.0;Soledade;1972;1290.0;40.52;0.00775;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-07-06;Bom;Apartamento;114400.0;11738;-8.05715;-34.892388;2023;2023;7;2023;51;3529.1214215202367;1;Low;Small;1
av conde da boa vista;1277;apto 0301 edf copacabana;190000.0;Soledade;1963;420.0;96.0;0.07773;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2023-06-06;Bom;Apartamento;0.0;11738;-8.057179;-34.892244;2023;2023;6;2023;60;1979.1666666666667;0;Low;Medium;1
rua do progresso;368;apto 0048 edf sayonara;250000.0;Soledade;1962;1871.5;89.0;0.03036;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2023-12-11;Bom;Apartamento;152000.0;52701;-8.057879;-34.891883;2023;2023;12;2023;61;2808.9887640449438;1;Medium-Low;Medium;1
rua do progresso;426;apto 102b edf flórida;262553.02;Soledade;1967;801.0;128.1;0.04445;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-08;Bom;Apartamento;0.0;52701;-8.057806;-34.892412;2023;2023;5;2023;56;2049.594223263076;0;Medium-Low;Large;1
av conde da boa vista;1573;apto 0202;222249.35;Boa Vista;1972;450.0;106.5;0.16666;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2023-09-25;Bom;Apartamento;0.0;11738;-8.056262;-34.894686;2023;2023;9;2023;51;2086.8483568075117;0;Low;Large;1
av conde da boa vista;1573;apto 0302;223795.89;Boa Vista;1972;450.0;106.5;0.16666;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2023-09-25;Bom;Apartamento;0.0;11738;-8.056262;-34.894686;2023;2023;9;2023;51;2101.3698591549296;0;Low;Large;1
av conde da boa vista;1511;apto 711 res boa vista;300000.0;Boa Vista;2016;2489.55;76.51;0.00394;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-31;Bom;Apartamento;0.0;11738;-8.056735;-34.894326;2023;2023;5;2023;7;3921.0560711018165;0;Medium-Low;Medium;1
av conde da boa vista;1511;apto 1007 res boa vista;319682.34;Boa Vista;2016;2489.55;95.64;0.00513;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-23;Bom;Apartamento;0.0;11738;-8.056735;-34.894326;2023;2023;10;2023;7;3342.558971141782;0;Medium-Low;Medium;1
av conde da boa vista;1511;apto 1010 res boa vista;290000.0;Boa Vista;2016;2489.55;76.5;0.00394;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-08-15;Bom;Apartamento;0.0;11738;-8.056735;-34.894326;2023;2023;8;2023;7;3790.849673202614;0;Medium-Low;Medium;1
av conde da boa vista;1511;apto 1109 res boa vista;270000.0;Boa Vista;2016;2489.55;77.64;0.00402;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-16;Bom;Apartamento;0.0;11738;-8.056735;-34.894326;2023;2023;4;2023;7;3477.5888717156104;0;Medium-Low;Medium;1
av conde da boa vista;1511;apto 1209 res boa vista;250000.0;Boa Vista;2016;2489.55;77.64;0.00402;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-04;Bom;Apartamento;0.0;11738;-8.056735;-34.894326;2023;2023;1;2023;7;3219.9896960329725;0;Medium-Low;Medium;1
av conde da boa vista;1511;apto 1308 res boa vista;297000.0;Boa Vista;2016;2489.55;76.73;0.00396;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-27;Bom;Apartamento;98893.63;11738;-8.056735;-34.894326;2023;2023;9;2023;7;3870.7154958946953;1;Medium-Low;Medium;1
av conde da boa vista;1511;apto 1407 res boa vista;420000.0;Boa Vista;2016;2489.55;95.64;0.00513;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-04;Bom;Apartamento;0.0;11738;-8.056735;-34.894326;2023;2023;4;2023;7;4391.468005018821;0;Medium-High;Medium;1
av conde da boa vista;1511;apto 1911 res boa vista;290000.0;Boa Vista;2016;2489.55;76.51;0.00394;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-03-14;Bom;Apartamento;0.0;11738;-8.056735;-34.894326;2023;2023;3;2023;7;3790.3542020650893;0;Medium-Low;Medium;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-07-03;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;7;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-06-30;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;6;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-08-18;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;8;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-07-03;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;7;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-06-30;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;6;2023;54;2726.8581036001174;0;High;Extra Large;1
rua goncalves maia;83;SEM COMPLEMENTO;2043562.0;Boa Vista;1969;816.0;749.42;1.0;Médio;Casa;RESIDENCIAL;2023-07-03;Bom;Casa;0.0;27138;-8.058163;-34.89318;2023;2023;7;2023;54;2726.8581036001174;0;High;Extra Large;1
av manoel borba;1000;apto 0501 bloco gm;209004.24;Boa Vista;1970;8325.5;115.79;0.0045;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-21;Bom;Apartamento;0.0;41459;-8.058806;-34.893616;2023;2023;12;2023;53;1805.028413507211;0;Low;Large;1
av manoel borba;1000;apto 0304 bloco mb;310000.0;Boa Vista;1971;8325.5;99.98;0.00389;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-02;Bom;Apartamento;0.0;41459;-8.058806;-34.893616;2023;2023;5;2023;52;3100.6201240248047;0;Medium-Low;Medium;1
av manoel borba;1000;apto 0804 bloco mb;270000.0;Boa Vista;1970;8325.5;99.98;0.00389;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-23;Bom;Apartamento;0.0;41459;-8.058806;-34.893616;2023;2023;2;2023;53;2700.5401080216043;0;Medium-Low;Medium;1
av manoel borba;1000;apto 1803 bloco mb;270000.0;Boa Vista;1970;8325.5;99.98;0.00389;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-05;Bom;Apartamento;140000.0;41459;-8.058806;-34.893616;2023;2023;6;2023;53;2700.5401080216043;1;Medium-Low;Medium;1
av manoel borba;1000;apto 1104 bloco db;210000.0;Boa Vista;1972;8325.5;81.0;0.00315;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-12-01;Bom;Apartamento;167062.4;41459;-8.058806;-34.893616;2023;2023;12;2023;51;2592.5925925925926;1;Low;Medium;1
av manoel borba;1000;apto 1502 bloco db;196064.21;Boa Vista;1971;8325.5;81.0;0.00315;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-05-04;Bom;Apartamento;0.0;41459;-8.058806;-34.893616;2023;2023;5;2023;52;2420.5458024691357;0;Low;Medium;1
av manoel borba;1000;apto 1503 bloco db;350000.0;Boa Vista;1971;8325.5;81.0;0.00315;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-11-22;Bom;Apartamento;0.0;41459;-8.058806;-34.893616;2023;2023;11;2023;52;4320.9876543209875;0;Medium-Low;Medium;1
rua capitao ruy lucena;160;apto 0702 edf colorado;330000.0;Boa Vista;1973;1480.0;175.0;0.025;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-06-20;Bom;Apartamento;264000.0;59668;-8.057449;-34.893652;2023;2023;6;2023;50;1885.7142857142858;1;Medium-Low;Large;1
rua dom bosco;1072;apto 0102;311448.19;Boa Vista;1972;615.0;150.13;0.11688;Simples;Apartamento <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-09-25;Bom;Apartamento;0.0;12165;-8.056454;-34.894907;2023;2023;9;2023;51;2074.5233464330913;0;Medium-Low;Large;1
rua dom bosco;1072;apto 0101;267748.98;Boa Vista;1972;615.0;127.88;0.09956;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2023-10-02;Bom;Apartamento;0.0;12165;-8.056454;-34.894907;2023;2023;10;2023;51;2093.751798561151;0;Medium-Low;Large;1
rua do progresso;465;sala 0506 edf vila emp boa vista;138077.44;Soledade;1991;568.8;54.6;0.02151;Médio;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2023-03-07;Bom;Sala;0.0;52701;-8.058338;-34.892799;2023;2023;3;2023;32;2528.8908424908423;0;Low;Medium;1
av manoel borba;694;apto 0104 edf carlos gomes;120000.0;Soledade;1980;1716.49;36.92;0.00546;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-02-22;Bom;Apartamento;0.0;41459;-8.059038;-34.891584;2023;2023;2;2023;43;3250.2708559046587;0;Low;Small;1
av manoel borba;694;apto 0204 edf carlos gomes;113424.37;Soledade;1980;1716.49;36.92;0.00546;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-22;Bom;Apartamento;0.0;41459;-8.059038;-34.891584;2023;2023;9;2023;43;3072.1660346695553;0;Low;Small;1
av manoel borba;694;apto 0206 edf carlos gomes;113424.37;Soledade;1980;1716.49;36.92;0.00546;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-25;Bom;Apartamento;0.0;41459;-8.059038;-34.891584;2023;2023;1;2023;43;3072.1660346695553;0;Low;Small;1
av manoel borba;694;apto 0311 edf carlos gomes;113085.47;Soledade;1980;1716.49;35.96;0.00532;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-04-11;Bom;Apartamento;0.0;41459;-8.059038;-34.891584;2023;2023;4;2023;43;3144.7572302558397;0;Low;Small;1
av manoel borba;694;apto 0509 edf carlos gomes;118064.01;Soledade;1980;1716.49;36.92;0.00546;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-09-21;Bom;Apartamento;0.0;41459;-8.059038;-34.891584;2023;2023;9;2023;43;3197.8334236186347;0;Low;Small;1
av manoel borba;694;apto 0613 edf carlos gomes;118942.79;Soledade;1980;1716.49;36.58;0.00541;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-10-23;Bom;Apartamento;0.0;41459;-8.059038;-34.891584;2023;2023;10;2023;43;3251.579825041006;0;Low;Small;1
av manoel borba;694;apto 0706 edf carlos gomes;130000.0;Soledade;1980;1716.49;36.92;0.00546;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2023-01-19;Bom;Apartamento;80000.0;41459;-8.059038;-34.891584;2023;2023;1;2023;43;3521.1267605633802;1;Low;Small;1
